flight_id,flight_no,scheduled_departure,scheduled_arrival,departure_airport,arrival_airport,status,aircraft_code,actual_departure,actual_arrival,ticket_no,flight_id,fare_conditions,amount,flight_no,scheduled_departure,scheduled_arrival,departure_airport,arrival_airport,status,aircraft_code,actual_departure,actual_arrival,5432079221,36094,business,99800.00,ticket_no,flight_id,boarding_no,seat_no,aircraft_code,model,range
136322,PG0252,2017-02-06T10:05:00Z,2017-02-06T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-06T10:11:00Z,2017-02-06T11:52:00Z,5435489602   ,136322,Economy,12200.00,,,,,,,,,,,,,,5435489602   ,136322,52,5F,733,Boeing 737-300,4200
136250,PG0252,2017-02-08T10:05:00Z,2017-02-08T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-08T10:06:00Z,2017-02-08T11:47:00Z,5432351281   ,136250,Economy,12200.00,,,,,,,,,,,,,,5432351281   ,136250,30,5F,733,Boeing 737-300,4200
136403,PG0252,2017-02-20T10:05:00Z,2017-02-20T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-20T10:06:00Z,2017-02-20T11:46:00Z,5432333964   ,136403,Economy,12200.00,,,,,,,,,,,,,,5432333964   ,136403,53,5F,733,Boeing 737-300,4200
136366,PG0252,2017-01-11T10:05:00Z,2017-01-11T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-11T10:08:00Z,2017-01-11T11:47:00Z,5432349848   ,136366,Economy,12200.00,,,,,,,,,,,,,,5432349848   ,136366,76,5F,733,Boeing 737-300,4200
136310,PG0252,2017-01-22T10:05:00Z,2017-01-22T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-22T10:07:00Z,2017-01-22T11:47:00Z,5432350535   ,136310,Economy,12200.00,,,,,,,,,,,,,,5432350535   ,136310,20,5F,733,Boeing 737-300,4200
136130,PG0252,2017-02-13T10:05:00Z,2017-02-13T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-13T10:07:00Z,2017-02-13T11:46:00Z,5432351502   ,136130,Economy,12200.00,,,,,,,,,,,,,,5432351502   ,136130,62,5F,733,Boeing 737-300,4200
136316,PG0252,2017-01-12T10:05:00Z,2017-01-12T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-12T10:07:00Z,2017-01-12T11:47:00Z,5432349874   ,136316,Economy,12200.00,,,,,,,,,,,,,,5432349874   ,136316,130,5F,733,Boeing 737-300,4200
136471,PG0252,2017-01-17T10:05:00Z,2017-01-17T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-17T10:11:00Z,2017-01-17T11:51:00Z,5432350333   ,136471,Economy,12200.00,,,,,,,,,,,,,,5432350333   ,136471,106,5F,733,Boeing 737-300,4200
136178,PG0252,2017-01-29T10:05:00Z,2017-01-29T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-29T10:10:00Z,2017-01-29T11:49:00Z,5432350866   ,136178,Economy,12200.00,,,,,,,,,,,,,,5432350866   ,136178,46,5F,733,Boeing 737-300,4200
136441,PG0252,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-03T10:07:00Z,2017-02-03T11:47:00Z,5432351152   ,136441,Economy,12200.00,,,,,,,,,,,,,,5432351152   ,136441,105,5F,733,Boeing 737-300,4200
136428,PG0252,2017-01-21T10:05:00Z,2017-01-21T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-21T10:08:00Z,2017-01-21T11:47:00Z,5434147404   ,136428,Economy,12200.00,,,,,,,,,,,,,,5434147404   ,136428,50,5F,733,Boeing 737-300,4200
136131,PG0252,2017-01-28T10:05:00Z,2017-01-28T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-28T10:07:00Z,2017-01-28T11:46:00Z,5435171846   ,136131,Economy,12200.00,,,,,,,,,,,,,,5435171846   ,136131,28,5F,733,Boeing 737-300,4200
136269,PG0252,2017-02-11T10:05:00Z,2017-02-11T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-11T10:13:00Z,2017-02-11T11:53:00Z,5435172253   ,136269,Economy,12200.00,,,,,,,,,,,,,,5435172253   ,136269,43,5F,733,Boeing 737-300,4200
136270,PG0252,2017-02-12T10:05:00Z,2017-02-12T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-12T10:12:00Z,2017-02-12T11:51:00Z,5435172285   ,136270,Economy,12200.00,,,,,,,,,,,,,,5435172285   ,136270,40,5F,733,Boeing 737-300,4200
136132,PG0252,2017-02-15T10:05:00Z,2017-02-15T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-15T10:09:00Z,2017-02-15T11:48:00Z,5435172364   ,136132,Economy,12200.00,,,,,,,,,,,,,,5435172364   ,136132,59,5F,733,Boeing 737-300,4200
136264,PG0252,2017-02-18T10:05:00Z,2017-02-18T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-18T10:07:00Z,2017-02-18T11:47:00Z,5435172448   ,136264,Economy,12200.00,,,,,,,,,,,,,,5435172448   ,136264,27,5F,733,Boeing 737-300,4200
136479,PG0252,2017-02-21T10:05:00Z,2017-02-21T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-21T10:08:00Z,2017-02-21T11:47:00Z,5435172545   ,136479,Economy,12200.00,,,,,,,,,,,,,,5435172545   ,136479,88,5F,733,Boeing 737-300,4200
136165,PG0252,2017-02-22T10:05:00Z,2017-02-22T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-22T10:11:00Z,2017-02-22T11:52:00Z,5435172574   ,136165,Economy,12200.00,,,,,,,,,,,,,,5435172574   ,136165,9,5F,733,Boeing 737-300,4200
136120,PG0252,2017-02-24T10:05:00Z,2017-02-24T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-24T10:07:00Z,2017-02-24T11:46:00Z,5435172607   ,136120,Economy,12200.00,,,,,,,,,,,,,,5435172607   ,136120,27,5F,733,Boeing 737-300,4200
136423,PG0252,2017-01-10T10:05:00Z,2017-01-10T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-10T10:12:00Z,2017-01-10T11:52:00Z,5432362714   ,136423,Economy,12200.00,,,,,,,,,,,,,,5432362714   ,136423,14,5F,733,Boeing 737-300,4200
136348,PG0252,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,5432052206   ,136348,Economy,12200.00,,,,,,,,,,,,,,5432052206   ,136348,64,5F,733,Boeing 737-300,4200
136389,PG0252,2017-01-18T10:05:00Z,2017-01-18T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-18T10:10:00Z,2017-01-18T11:50:00Z,5435171576   ,136389,Economy,12200.00,,,,,,,,,,,,,,5435171576   ,136389,47,5F,733,Boeing 737-300,4200
136439,PG0252,2017-02-25T10:05:00Z,2017-02-25T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-25T10:08:00Z,2017-02-25T11:48:00Z,5432333993   ,136439,Economy,12200.00,,,,,,,,,,,,,,5432333993   ,136439,97,5F,733,Boeing 737-300,4200
136215,PG0252,2017-02-28T10:05:00Z,2017-02-28T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-28T10:09:00Z,2017-02-28T11:49:00Z,5432334016   ,136215,Economy,12200.00,,,,,,,,,,,,,,5432334016   ,136215,73,5F,733,Boeing 737-300,4200
136204,PG0252,2017-02-23T10:05:00Z,2017-02-23T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-23T10:06:00Z,2017-02-23T11:46:00Z,5435172593   ,136204,Economy,12200.00,,,,,,,,,,,,,,5435172593   ,136204,9,5F,733,Boeing 737-300,4200
136122,PG0252,2017-01-08T10:05:00Z,2017-01-08T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-08T10:08:00Z,2017-01-08T11:48:00Z,5435171302   ,136122,Economy,12200.00,,,,,,,,,,,,,,5435171302   ,136122,41,6A,733,Boeing 737-300,4200
136316,PG0252,2017-01-12T10:05:00Z,2017-01-12T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-12T10:07:00Z,2017-01-12T11:47:00Z,5435171416   ,136316,Economy,12200.00,,,,,,,,,,,,,,5435171416   ,136316,88,6A,733,Boeing 737-300,4200
136387,PG0252,2017-01-19T10:05:00Z,2017-01-19T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-19T10:08:00Z,2017-01-19T11:47:00Z,5435171618   ,136387,Economy,12200.00,,,,,,,,,,,,,,5435171618   ,136387,109,6A,733,Boeing 737-300,4200
136463,PG0252,2017-01-20T10:05:00Z,2017-01-20T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-20T10:06:00Z,2017-01-20T11:45:00Z,5435171647   ,136463,Economy,12200.00,,,,,,,,,,,,,,5435171647   ,136463,67,6A,733,Boeing 737-300,4200
136293,PG0252,2017-01-23T10:05:00Z,2017-01-23T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-23T10:09:00Z,2017-01-23T11:48:00Z,5435171714   ,136293,Economy,12200.00,,,,,,,,,,,,,,5435171714   ,136293,79,6A,733,Boeing 737-300,4200
136485,PG0252,2017-01-27T10:05:00Z,2017-01-27T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-27T10:07:00Z,2017-01-27T11:47:00Z,5435171836   ,136485,Economy,12200.00,,,,,,,,,,,,,,5435171836   ,136485,95,6A,733,Boeing 737-300,4200
136486,PG0252,2017-02-02T10:05:00Z,2017-02-02T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-02T10:07:00Z,2017-02-02T11:48:00Z,5435171987   ,136486,Economy,12200.00,,,,,,,,,,,,,,5435171987   ,136486,26,6A,733,Boeing 737-300,4200
136322,PG0252,2017-02-06T10:05:00Z,2017-02-06T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-06T10:11:00Z,2017-02-06T11:52:00Z,5432362798   ,136322,Economy,12200.00,,,,,,,,,,,,,,5432362798   ,136322,49,6A,733,Boeing 737-300,4200
136215,PG0252,2017-02-28T10:05:00Z,2017-02-28T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-28T10:09:00Z,2017-02-28T11:49:00Z,5432362861   ,136215,Economy,12200.00,,,,,,,,,,,,,,5432362861   ,136215,84,6A,733,Boeing 737-300,4200
136181,PG0252,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,5432333638   ,136181,Economy,12200.00,,,,,,,,,,,,,,5432333638   ,136181,48,6A,733,Boeing 737-300,4200
136266,PG0252,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,5432334033   ,136266,Economy,12200.00,,,,,,,,,,,,,,5432334033   ,136266,95,6A,733,Boeing 737-300,4200
136464,PG0252,2017-01-09T10:05:00Z,2017-01-09T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-09T10:07:00Z,2017-01-09T11:47:00Z,5432349890   ,136464,Economy,12200.00,,,,,,,,,,,,,,5432349890   ,136464,84,6A,733,Boeing 737-300,4200
136366,PG0252,2017-01-11T10:05:00Z,2017-01-11T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-11T10:08:00Z,2017-01-11T11:47:00Z,5432349765   ,136366,Economy,12200.00,,,,,,,,,,,,,,5432349765   ,136366,52,6A,733,Boeing 737-300,4200
136436,PG0252,2017-01-26T10:05:00Z,2017-01-26T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-26T10:08:00Z,2017-01-26T11:47:00Z,5432350433   ,136436,Economy,12200.00,,,,,,,,,,,,,,5432350433   ,136436,53,6A,733,Boeing 737-300,4200
136164,PG0252,2017-01-07T10:05:00Z,2017-01-07T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-07T10:07:00Z,2017-01-07T11:46:00Z,5432349680   ,136164,Economy,12200.00,,,,,,,,,,,,,,5432349680   ,136164,94,6A,733,Boeing 737-300,4200
136389,PG0252,2017-01-18T10:05:00Z,2017-01-18T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-18T10:10:00Z,2017-01-18T11:50:00Z,5432350312   ,136389,Economy,12200.00,,,,,,,,,,,,,,5432350312   ,136389,37,6A,733,Boeing 737-300,4200
136146,PG0252,2017-02-09T10:05:00Z,2017-02-09T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-09T10:08:00Z,2017-02-09T11:48:00Z,5432351506   ,136146,Economy,12200.00,,,,,,,,,,,,,,5432351506   ,136146,11,6A,733,Boeing 737-300,4200
136439,PG0252,2017-02-25T10:05:00Z,2017-02-25T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-25T10:08:00Z,2017-02-25T11:48:00Z,5432352255   ,136439,Economy,12200.00,,,,,,,,,,,,,,5432352255   ,136439,96,6A,733,Boeing 737-300,4200
136441,PG0252,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-03T10:07:00Z,2017-02-03T11:47:00Z,5432052182   ,136441,Economy,12200.00,,,,,,,,,,,,,,5432052182   ,136441,15,6A,733,Boeing 737-300,4200
136420,PG0252,2017-01-01T10:05:00Z,2017-01-01T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-01T10:09:00Z,2017-01-01T11:47:00Z,5432349637   ,136420,Economy,12200.00,,,,,,,,,,,,,,5432349637   ,136420,47,6A,733,Boeing 737-300,4200
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,5432349553   ,136119,Economy,12200.00,,,,,,,,,,,,,,5432349553   ,136119,33,6A,733,Boeing 737-300,4200
136423,PG0252,2017-01-10T10:05:00Z,2017-01-10T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-10T10:12:00Z,2017-01-10T11:52:00Z,5432349864   ,136423,Economy,12200.00,,,,,,,,,,,,,,5432349864   ,136423,15,6A,733,Boeing 737-300,4200
136428,PG0252,2017-01-21T10:05:00Z,2017-01-21T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-21T10:08:00Z,2017-01-21T11:47:00Z,5432350241   ,136428,Economy,12200.00,,,,,,,,,,,,,,5432350241   ,136428,43,6A,733,Boeing 737-300,4200
136383,PG0252,2017-01-25T10:05:00Z,2017-01-25T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-25T10:09:00Z,2017-01-25T11:51:00Z,5432052155   ,136383,Economy,12200.00,,,,,,,,,,,,,,5432052155   ,136383,61,6A,733,Boeing 737-300,4200
136202,PG0252,2017-01-05T10:05:00Z,2017-01-05T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-05T10:07:00Z,2017-01-05T11:49:00Z,5435171205   ,136202,Economy,12200.00,,,,,,,,,,,,,,5435171205   ,136202,76,6A,733,Boeing 737-300,4200
136132,PG0252,2017-02-15T10:05:00Z,2017-02-15T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-15T10:09:00Z,2017-02-15T11:48:00Z,5432333832   ,136132,Economy,12200.00,,,,,,,,,,,,,,5432333832   ,136132,53,6A,733,Boeing 737-300,4200
136249,PG0252,2017-02-14T10:05:00Z,2017-02-14T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-14T10:08:00Z,2017-02-14T11:46:00Z,5432351510   ,136249,Economy,12200.00,,,,,,,,,,,,,,5432351510   ,136249,3,6A,733,Boeing 737-300,4200
136226,PG0252,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,5435171915   ,136226,Economy,12200.00,,,,,,,,,,,,,,5435171915   ,136226,120,6A,733,Boeing 737-300,4200
136284,PG0252,2017-02-07T10:05:00Z,2017-02-07T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-07T10:07:00Z,2017-02-07T11:48:00Z,5435172149   ,136284,Economy,12200.00,,,,,,,,,,,,,,5435172149   ,136284,55,6A,733,Boeing 737-300,4200
136275,PG0252,2017-01-13T10:05:00Z,2017-01-13T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-13T10:08:00Z,2017-01-13T11:46:00Z,5435489515   ,136275,Economy,12200.00,,,,,,,,,,,,,,5435489515   ,136275,78,6A,733,Boeing 737-300,4200
136264,PG0252,2017-02-18T10:05:00Z,2017-02-18T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-18T10:07:00Z,2017-02-18T11:47:00Z,5432333953   ,136264,Economy,12200.00,,,,,,,,,,,,,,5432333953   ,136264,26,6A,733,Boeing 737-300,4200
136185,PG0252,2017-01-14T10:05:00Z,2017-01-14T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-14T10:06:00Z,2017-01-14T11:49:00Z,5432349975   ,136185,Economy,12200.00,,,,,,,,,,,,,,5432349975   ,136185,102,6A,733,Boeing 737-300,4200
136250,PG0252,2017-02-08T10:05:00Z,2017-02-08T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-08T10:06:00Z,2017-02-08T11:47:00Z,5432351289   ,136250,Economy,12200.00,,,,,,,,,,,,,,5432351289   ,136250,20,6A,733,Boeing 737-300,4200
136320,PG0252,2017-02-19T10:05:00Z,2017-02-19T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-19T10:05:00Z,2017-02-19T11:45:00Z,5432351817   ,136320,Economy,12200.00,,,,,,,,,,,,,,5432351817   ,136320,88,6A,733,Boeing 737-300,4200
136351,PG0252,2017-02-26T10:05:00Z,2017-02-26T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-26T10:13:00Z,2017-02-26T11:53:00Z,5432352045   ,136351,Economy,12200.00,,,,,,,,,,,,,,5432352045   ,136351,34,6A,733,Boeing 737-300,4200
136204,PG0252,2017-02-23T10:05:00Z,2017-02-23T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-23T10:06:00Z,2017-02-23T11:46:00Z,5432352142   ,136204,Economy,12200.00,,,,,,,,,,,,,,5432352142   ,136204,72,6A,733,Boeing 737-300,4200
136165,PG0252,2017-02-22T10:05:00Z,2017-02-22T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-22T10:11:00Z,2017-02-22T11:52:00Z,5432352152   ,136165,Economy,12200.00,,,,,,,,,,,,,,5432352152   ,136165,92,6A,733,Boeing 737-300,4200
136282,PG0252,2017-01-16T10:05:00Z,2017-01-16T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-16T10:07:00Z,2017-01-16T11:48:00Z,5432052125   ,136282,Economy,12200.00,,,,,,,,,,,,,,5432052125   ,136282,47,6A,733,Boeing 737-300,4200
136452,PG0252,2017-02-17T10:05:00Z,2017-02-17T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-17T10:08:00Z,2017-02-17T11:48:00Z,5434147730   ,136452,Economy,12200.00,,,,,,,,,,,,,,5434147730   ,136452,50,6A,733,Boeing 737-300,4200
136270,PG0252,2017-02-12T10:05:00Z,2017-02-12T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-12T10:12:00Z,2017-02-12T11:51:00Z,5435172272   ,136270,Economy,12200.00,,,,,,,,,,,,,,5435172272   ,136270,35,6A,733,Boeing 737-300,4200
136209,PG0252,2017-01-06T10:05:00Z,2017-01-06T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-06T10:09:00Z,2017-01-06T11:49:00Z,5435171238   ,136209,Economy,12200.00,,,,,,,,,,,,,,5435171238   ,136209,93,6A,733,Boeing 737-300,4200
136471,PG0252,2017-01-17T10:05:00Z,2017-01-17T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-17T10:11:00Z,2017-01-17T11:51:00Z,5435171547   ,136471,Economy,12200.00,,,,,,,,,,,,,,5435171547   ,136471,110,6A,733,Boeing 737-300,4200
136131,PG0252,2017-01-28T10:05:00Z,2017-01-28T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-28T10:07:00Z,2017-01-28T11:46:00Z,5435171845   ,136131,Economy,12200.00,,,,,,,,,,,,,,5435171845   ,136131,29,6A,733,Boeing 737-300,4200
136479,PG0252,2017-02-21T10:05:00Z,2017-02-21T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-21T10:08:00Z,2017-02-21T11:47:00Z,5435172526   ,136479,Economy,12200.00,,,,,,,,,,,,,,5435172526   ,136479,90,6A,733,Boeing 737-300,4200
136458,PG0252,2017-01-02T10:05:00Z,2017-01-02T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-02T10:07:00Z,2017-01-02T11:46:00Z,5435171118   ,136458,Economy,12200.00,,,,,,,,,,,,,,5435171118   ,136458,56,6A,733,Boeing 737-300,4200
136345,PG0252,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-24T13:32:00Z,2017-01-24T15:12:00Z,5435171742   ,136345,Economy,12200.00,,,,,,,,,,,,,,5435171742   ,136345,71,6A,733,Boeing 737-300,4200
136411,PG0252,2017-02-04T10:05:00Z,2017-02-04T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-04T10:06:00Z,2017-02-04T11:46:00Z,5435172041   ,136411,Economy,12200.00,,,,,,,,,,,,,,5435172041   ,136411,53,6A,733,Boeing 737-300,4200
136403,PG0252,2017-02-20T10:05:00Z,2017-02-20T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-20T10:06:00Z,2017-02-20T11:46:00Z,5435172500   ,136403,Economy,12200.00,,,,,,,,,,,,,,5435172500   ,136403,61,6A,733,Boeing 737-300,4200
136120,PG0252,2017-02-24T10:05:00Z,2017-02-24T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-24T10:07:00Z,2017-02-24T11:46:00Z,5435172613   ,136120,Economy,12200.00,,,,,,,,,,,,,,5435172613   ,136120,22,6A,733,Boeing 737-300,4200
136411,PG0252,2017-02-04T10:05:00Z,2017-02-04T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-04T10:06:00Z,2017-02-04T11:46:00Z,5435489594   ,136411,Economy,12200.00,,,,,,,,,,,,,,5435489594   ,136411,46,6B,733,Boeing 737-300,4200
136436,PG0252,2017-01-26T10:05:00Z,2017-01-26T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-26T10:08:00Z,2017-01-26T11:47:00Z,5432333616   ,136436,Economy,12200.00,,,,,,,,,,,,,,5432333616   ,136436,48,6B,733,Boeing 737-300,4200
136420,PG0252,2017-01-01T10:05:00Z,2017-01-01T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-01T10:09:00Z,2017-01-01T11:47:00Z,5432333352   ,136420,Economy,12200.00,,,,,,,,,,,,,,5432333352   ,136420,44,6B,733,Boeing 737-300,4200
136464,PG0252,2017-01-09T10:05:00Z,2017-01-09T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-09T10:07:00Z,2017-01-09T11:47:00Z,5432333410   ,136464,Economy,12200.00,,,,,,,,,,,,,,5432333410   ,136464,71,6B,733,Boeing 737-300,4200
136209,PG0252,2017-01-06T10:05:00Z,2017-01-06T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-06T10:09:00Z,2017-01-06T11:49:00Z,5432349845   ,136209,Economy,12200.00,,,,,,,,,,,,,,5432349845   ,136209,70,6B,733,Boeing 737-300,4200
136471,PG0252,2017-01-17T10:05:00Z,2017-01-17T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-17T10:11:00Z,2017-01-17T11:51:00Z,5434147360   ,136471,Economy,12200.00,,,,,,,,,,,,,,5434147360   ,136471,111,6B,733,Boeing 737-300,4200
136226,PG0252,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,5434147512   ,136226,Economy,12200.00,,,,,,,,,,,,,,5434147512   ,136226,123,6B,733,Boeing 737-300,4200
136270,PG0252,2017-02-12T10:05:00Z,2017-02-12T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-12T10:12:00Z,2017-02-12T11:51:00Z,5432333846   ,136270,Economy,12200.00,,,,,,,,,,,,,,5432333846   ,136270,22,6B,733,Boeing 737-300,4200
136345,PG0252,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-24T13:32:00Z,2017-01-24T15:12:00Z,5432350756   ,136345,Economy,12200.00,,,,,,,,,,,,,,5432350756   ,136345,46,6B,733,Boeing 737-300,4200
136249,PG0252,2017-02-14T10:05:00Z,2017-02-14T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-14T10:08:00Z,2017-02-14T11:46:00Z,5432351440   ,136249,Economy,12200.00,,,,,,,,,,,,,,5432351440   ,136249,45,6B,733,Boeing 737-300,4200
136423,PG0252,2017-01-10T10:05:00Z,2017-01-10T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-10T10:12:00Z,2017-01-10T11:52:00Z,5432349835   ,136423,Economy,12200.00,,,,,,,,,,,,,,5432349835   ,136423,13,6B,733,Boeing 737-300,4200
136282,PG0252,2017-01-16T10:05:00Z,2017-01-16T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-16T10:07:00Z,2017-01-16T11:48:00Z,5432350114   ,136282,Economy,12200.00,,,,,,,,,,,,,,5432350114   ,136282,39,6B,733,Boeing 737-300,4200
136387,PG0252,2017-01-19T10:05:00Z,2017-01-19T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-19T10:08:00Z,2017-01-19T11:47:00Z,5432350347   ,136387,Economy,12200.00,,,,,,,,,,,,,,5432350347   ,136387,46,6B,733,Boeing 737-300,4200
136383,PG0252,2017-01-25T10:05:00Z,2017-01-25T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-25T10:09:00Z,2017-01-25T11:51:00Z,5432350554   ,136383,Economy,12200.00,,,,,,,,,,,,,,5432350554   ,136383,63,6B,733,Boeing 737-300,4200
136322,PG0252,2017-02-06T10:05:00Z,2017-02-06T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-06T10:11:00Z,2017-02-06T11:52:00Z,5432351319   ,136322,Economy,12200.00,,,,,,,,,,,,,,5432351319   ,136322,51,6B,733,Boeing 737-300,4200
136479,PG0252,2017-02-21T10:05:00Z,2017-02-21T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-21T10:08:00Z,2017-02-21T11:47:00Z,5432352163   ,136479,Economy,12200.00,,,,,,,,,,,,,,5432352163   ,136479,92,6B,733,Boeing 737-300,4200
136310,PG0252,2017-01-22T10:05:00Z,2017-01-22T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-22T10:07:00Z,2017-01-22T11:47:00Z,5432052144   ,136310,Economy,12200.00,,,,,,,,,,,,,,5432052144   ,136310,24,6B,733,Boeing 737-300,4200
136120,PG0252,2017-02-24T10:05:00Z,2017-02-24T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-24T10:07:00Z,2017-02-24T11:46:00Z,5434147813   ,136120,Economy,12200.00,,,,,,,,,,,,,,5434147813   ,136120,33,6B,733,Boeing 737-300,4200
136164,PG0252,2017-01-07T10:05:00Z,2017-01-07T11:45:00Z,AAQ,SVO,Arrived,733,2017-01-07T10:07:00Z,2017-01-07T11:46:00Z,5435171268   ,136164,Economy,12200.00,,,,,,,,,,,,,,5435171268   ,136164,96,6B,733,Boeing 737-300,4200
136135,PG0252,2017-02-01T10:05:00Z,2017-02-01T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-01T10:08:00Z,2017-02-01T11:48:00Z,5435171983   ,136135,Economy,12200.00,,,,,,,,,,,,,,5435171983   ,136135,57,6B,733,Boeing 737-300,4200
136146,PG0252,2017-02-09T10:05:00Z,2017-02-09T11:45:00Z,AAQ,SVO,Arrived,733,2017-02-09T10:08:00Z,2017-02-09T11:48:00Z,5435172206   ,136146,Economy,12200.00,,,,,,,,,,,,,,5435172206   ,136146,8,6B,733,Boeing 737-300,4200
