,Restaurant_id,Cuisine Style,Price Range,Number of Reviews
4775,id_5804,"['Mediterranean', 'Spanish', 'Deli']",$$ - $$$,254
4822,id_397,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$,120
4628,id_909,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,472
4761,id_471,"['Polish', 'European', 'Eastern European']",$$ - $$$,974
4986,id_5454,['Spanish'],$,15
4965,id_581,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$,45
4977,id_1146,"['Bakeries', 'Cafe']",,2
4973,id_431,"['Polish', 'Bar', 'International']",$$ - $$$,37
4961,id_828,"['Italian', 'Mediterranean', 'European']",$$ - $$$,449
4970,id_2246,"['Seafood', 'Barbecue', 'European']",$$ - $$$,72
4976,id_10024,"['Mexican', 'Vegetarian Friendly']",$$ - $$$,20
4982,id_3074,"['Fast Food', 'European', 'Portuguese']",$,30
4969,id_5515,"['Bar', 'Spanish', 'Pub']",$$ - $$$,28
4726,id_1019,"['African', 'Ethiopian', 'Vegetarian Friendly']",$$ - $$$,26
4709,id_5453,"['Indian', 'Vegetarian Friendly']",$,17
4753,id_16390,"['Mexican', 'Fast Food']",$,224
4759,id_217,,$$ - $$$,27
4800,id_2107,"['Mediterranean', 'European', 'Turkish']",$$ - $$$,246
4820,id_9307,,,
4864,id_633,"['Peruvian', 'Latin', 'Vegetarian Friendly']",$$ - $$$,253
4834,id_544,"['International', 'Contemporary', 'Czech']",$$ - $$$,499
4869,id_1291,,,
4920,id_3673,,,8
4959,id_4473,['Italian'],,13
4912,id_2619,,,
4922,id_1024,,,
4914,id_1866,,,
4998,id_1078,,,
4542,id_897,"['Italian', 'Mediterranean', 'European']",$$ - $$$,535
4548,id_49,['American'],$$ - $$$,1155
4926,id_2915,['Belgian'],$$ - $$$,86
4939,id_15128,"['Bar', 'British', 'Pub']",$$ - $$$,66
4913,id_64,"['Quick Bites', 'Polish', 'European']",$,1088
4953,id_3787,"['Mediterranean', 'Spanish']",$$ - $$$,46
4796,id_38,"['Polish', 'European', 'Eastern European']",$,1321
4682,id_2216,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,260
4754,id_721,"['African', 'Ethiopian', 'Vegetarian Friendly']",$$ - $$$,143
4656,id_537,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,2743
4752,id_13282,,,94
4755,id_3272,"['Caribbean', 'Jamaican', 'Vegetarian Friendly']",$$ - $$$,865
4735,id_1108,"['European', 'Vegetarian Friendly']",$$ - $$$,504
4751,id_2333,"['Cafe', 'British', 'Vegetarian Friendly']",$$ - $$$,123
4993,id_282,"['Quick Bites', 'Polish', 'Eastern European']",$,114
4995,id_7586,"['Chinese', 'Asian']",$,14
4991,id_1746,"['Brazilian', 'Barbecue', 'Argentinean']",$$ - $$$,300
4667,id_1292,,,
4966,id_8691,"['Specialty Food Market', 'Healthy']",$$ - $$$,13
4811,id_2183,['American'],,3
4971,id_89,"['International', 'Vegetarian Friendly', 'Vegan Options']",$$$$,371
4760,id_5195,"['Lebanese', 'Fast Food', 'Mediterranean']",$,60
4638,id_6620,,,
4773,id_894,"['Bar', 'Cafe', 'Pub']",$,40
4872,id_9434,,,
4958,id_2474,,,
4895,id_12504,,,
4901,id_13640,,,
4409,id_3348,,,
4817,id_144,"['Italian', 'Mediterranean', 'European']",$$ - $$$,7715
4786,id_11324,,,
4837,id_10698,"['Japanese', 'Fast Food', 'Asian']",$,33
4845,id_9211,,$$ - $$$,27
4856,id_2523,"['German', 'Vegetarian Friendly']",$$ - $$$,58
4946,id_549,"['European', 'Romana', 'Lazio']",$$ - $$$,1478
4932,id_3375,,$$ - $$$,92
4928,id_1619,"['Caribbean', 'African', 'Grill']",$$ - $$$,65
4950,id_2288,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,32
4941,id_3392,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",$$ - $$$,124
4948,id_2664,"['European', 'Central European']",,1
4933,id_2106,,,
4983,id_3216,"['Italian', 'French', 'Dutch']",$,12
4968,id_2757,"['Mediterranean', 'Spanish']",$$ - $$$,69
4988,id_3255,"['American', 'Vegetarian Friendly', 'Gluten Free Options']",$$ - $$$,389
4987,id_15803,,$$$$,84
4916,id_24,"['Polish', 'Vegetarian Friendly', 'Vegan Options']",$$$$,809
4899,id_50,"['Dutch', 'European']",$$ - $$$,1008
4989,id_1214,,,
4825,id_3755,"['Pizza', 'European', 'British']",$$ - $$$,476
4960,id_228,"['Steakhouse', 'Mediterranean', 'Barbecue']",$$ - $$$,378
4997,id_1727,,,
4992,id_2464,['Cafe'],$$ - $$$,15
4940,id_275,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,1447
5037,id_8951,"['French', 'Bar', 'Pub']",$,40
5030,id_1176,['Mexican'],,2
5044,id_4239,,,1
5005,id_12632,['French'],,1
5001,id_1717,"['Cafe', 'Vegan Options']",$,22
5015,id_15368,['Indian'],,3
5025,id_9120,,,8
5049,id_2425,,,1
5026,id_159,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,177
5019,id_2488,,$$$$,20
5041,id_416,,,
5008,id_1020,"['Asian', 'Vietnamese', 'Soups']",$,12
5043,id_1736,"['Bar', 'Australian']",$$ - $$$,150
5036,id_591,"['Swedish', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,23
5016,id_7719,"['Italian', 'French', 'Wine Bar']",$$ - $$$,15
5106,id_4693,"['Chinese', 'Cafe']",$$ - $$$,8
5047,id_482,"['Thai', 'Healthy', 'Vegetarian Friendly']",$$ - $$$,136
5027,id_966,"['European', 'Danish']",,6
5024,id_2910,"['Chinese', 'Cantonese']",$$ - $$$,10
5002,id_819,"['Bar', 'Seafood', 'Mediterranean']",$$ - $$$,250
5014,id_64,"['European', 'Czech', 'Central European']",$$ - $$$,509
5012,id_4303,"['Japanese', 'Sushi', 'Asian']",$,38
5003,id_328,"['Quick Bites', 'Greek']",$,72
5009,id_2153,"['Mediterranean', 'European', 'Portuguese']",,4
5029,id_528,['Pub'],,9
5033,id_1837,['French'],,14
5061,id_4570,"['Italian', 'Bar', 'Cafe']",$,27
5011,id_9786,,,11
5056,id_7936,['International'],,13
5034,id_10589,"['Fast Food', 'Turkish', 'Middle Eastern']",$,27
5028,id_7282,['Mediterranean'],$$ - $$$,6
5006,id_3252,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,113
5105,id_388,"['Indian', 'Fast Food', 'European']",$,79
5042,id_70,"['Seafood', 'Mediterranean', 'Barbecue']",$$ - $$$,95
5192,id_835,['Greek'],$$ - $$$,7
5048,id_11219,['British'],,16
5153,id_24,"['French', 'European']",$$$$,264
5070,id_1758,"['Spanish', 'Vegetarian Friendly']",$$ - $$$,29
5065,id_2306,,,4
5089,id_2492,"['Seafood', 'Mediterranean', 'European']",$,344
5133,id_2577,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,268
5088,id_2725,"['Italian', 'Bar', 'Cafe']",$,27
5166,id_4133,"['Healthy', 'Vegetarian Friendly']",$,13
5076,id_3894,,$,6
5007,id_13297,"['Chinese', 'Fast Food']",$,8
5023,id_13866,['Italian'],$$ - $$$,78
5045,id_3873,"['Asian', 'Korean', 'Vegetarian Friendly']",$$ - $$$,115
5021,id_7934,['Pub'],$$ - $$$,129
5051,id_1457,"['Bar', 'Spanish', 'Catalan']",$$ - $$$,888
5013,id_990,"['Italian', 'Pizza']",$,21
5017,id_1058,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,73
5010,id_8333,"['European', 'British', 'Vegetarian Friendly']",$$ - $$$,55
5055,id_3120,"['Austrian', 'European']",$$ - $$$,11
5059,id_501,"['Dutch', 'Bar', 'Cafe']",$$ - $$$,155
5031,id_556,"['French', 'European', 'Vegetarian Friendly']",$$$$,310
5053,id_9965,,,9
5104,id_6317,,,3
5111,id_1102,"['Irish', 'Cafe']",$,11
5155,id_9731,,,4
5092,id_1295,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,91
5129,id_9375,"['Asian', 'Vietnamese', 'Soups']",$,22
5097,id_6178,['French'],$,14
5091,id_862,"['Quick Bites', 'Fast Food', 'Asian']",$,52
5172,id_14784,['British'],,1
5107,id_7112,"['Lebanese', 'Mediterranean', 'Middle Eastern']",$,14
5090,id_9370,"['Bar', 'British', 'Pub']",$$ - $$$,28
5098,id_11823,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,219
5178,id_5871,"['Cafe', 'Gastropub']",,1
5207,id_3411,"['Pub', 'Gastropub']",,2
5086,id_2981,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,386
5181,id_2514,,$$ - $$$,9
5126,id_259,"['Indian', 'Asian', 'Healthy']",$$ - $$$,2688
5050,id_924,"['Italian', 'Vegetarian Friendly', 'Gluten Free Options']",$$ - $$$,471
5116,id_2497,"['Belgian', 'European']",$,8
5180,id_4528,"['French', 'European', 'Contemporary']",$$ - $$$,128
5146,id_2310,"['French', 'European']",$$ - $$$,118
5262,id_161,"['European', 'Grill', 'Slovenian']",$$ - $$$,32
5115,id_1863,,,
5235,id_1925,,,
5399,id_1112,,,1
5083,id_209,,,
5120,id_4082,,,3
5138,id_670,"['Italian', 'Pizza', 'Seafood']",$$ - $$$,1217
5035,id_14213,"['Indian', 'Thai']",$,4
5039,id_2819,['European'],$$ - $$$,436
5040,id_3057,"['Brazilian', 'Barbecue', 'European']",$$ - $$$,12
5125,id_16300,['Indian'],,1
5063,id_8674,"['Moroccan', 'Mediterranean', 'Middle Eastern']",$,10
5064,id_453,['Spanish'],$$ - $$$,5
5058,id_6472,"['International', 'British', 'Gluten Free Options']",$$ - $$$,174
5075,id_1614,"['Italian', 'Mediterranean', 'European']",$$ - $$$,192
5135,id_1237,,$$ - $$$,1
5127,id_9757,,$$$$,12
5069,id_3734,"['European', 'Czech']",,1
5173,id_11627,['Chinese'],,6
5068,id_5661,['Fast Food'],$,33
5130,id_2016,,$$ - $$$,58
5077,id_1622,,,2
5038,id_1185,"['Cafe', 'European', 'Soups', 'Vegetarian Friendly']",,23
5108,id_1459,"['Chinese', 'Asian', 'Vegetarian Friendly']",$$ - $$$,23
5117,id_2117,,,5
5195,id_2103,"['Asian', 'Indonesian']",,13
5110,id_8763,"['Latin', 'Spanish', 'Colombian']",$,34
5121,id_985,"['Italian', 'American', 'Pizza']",$$ - $$$,541
5096,id_4744,"['Chinese', 'Seafood', 'Vegetarian Friendly']",$$ - $$$,26
5100,id_589,"['Specialty Food Market', 'Deli', 'Vegetarian Friendly']",$,73
5142,id_4192,['French'],$,68
5176,id_1580,"['Italian', 'Pizza']",$$ - $$$,18
5186,id_907,"['Brazilian', 'Latin', 'Spanish']",$$ - $$$,3
5185,id_1217,"['Mediterranean', 'Greek']",,6
5081,id_1540,"['Italian', 'Bar', 'European']",$$ - $$$,244
5102,id_4611,"['Fast Food', 'Middle Eastern', 'Egyptian']",$,82
5137,id_3236,"['Japanese', 'Fast Food', 'Sushi']",$$ - $$$,39
5159,id_374,"['Bar', 'Pub', 'Swedish']",$$ - $$$,76
5074,id_901,"['Japanese', 'Mediterranean', 'Sushi']",$$ - $$$,879
5114,id_1071,"['Mediterranean', 'Spanish', 'Vegetarian Friendly', 'Gluten Free Options']",,354
5445,id_2774,"['Bar', 'Pub']",$$ - $$$,13
5000,id_3486,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,185
5298,id_1181,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,23
5219,id_694,"['Quick Bites', 'Pizza', 'Fast Food']",$,93
5242,id_1413,"['Mediterranean', 'European', 'Greek']",$,49
5212,id_133,"['Mediterranean', 'Spanish']",$,704
5227,id_4804,"['Italian', 'Soups']",$,30
5228,id_1361,['Fast Food'],$,20
5232,id_10885,"['Indian', 'Middle Eastern', 'Pakistani']",,1
5239,id_1992,,$,5
5238,id_816,"['European', 'Portuguese']",$,66
5311,id_483,"['Italian', 'Mediterranean', 'European']",$$ - $$$,128
5326,id_3650,,$$ - $$$,94
5267,id_965,"['American', 'Vegetarian Friendly']",$$ - $$$,40
5350,id_871,"['Quick Bites', 'Fast Food']",$,174
5305,id_2965,"['Italian', 'Pizza', 'European']",,11
5302,id_2763,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",$$ - $$$,205
5280,id_10599,"['Chinese', 'British']",$,7
5288,id_285,"['French', 'European', 'Fusion']",$$ - $$$,71
5303,id_3461,"['Barbecue', 'Portuguese']",$,64
5345,id_5833,,,5
5342,id_1207,,,5
5309,id_9631,"['Asian', 'Korean', 'Vegetarian Friendly']",$$ - $$$,40
5334,id_1392,['Bar'],$,29
5313,id_6896,"['Caribbean', 'African']",$$ - $$$,8
5134,id_5096,,,
5417,id_1348,['Pizza'],$,2
5148,id_2433,,,
5223,id_3246,,,
5442,id_707,,,16
5344,id_3172,"['Turkish', 'Israeli', 'Arabic']",$$ - $$$,8
5241,id_3297,,,
5032,id_1642,"['French', 'European']",$$ - $$$,632
5174,id_1171,"['Seafood', 'Sushi', 'Vegetarian Friendly']",$$ - $$$,180
5149,id_8238,"['Chinese', 'Asian']",$$ - $$$,38
5099,id_736,"['Bar', 'European']",$$ - $$$,548
5132,id_1878,"['Pizza', 'Fast Food', 'Turkish']",$,52
5072,id_12147,['Italian'],$$ - $$$,14
5224,id_3348,,$,12
5103,id_1967,,,1
5171,id_12180,"['Bar', 'British', 'Pub']",$$ - $$$,237
5057,id_6329,['Spanish'],$$ - $$$,44
5147,id_2763,"['Italian', 'Mediterranean', 'European']",$$ - $$$,64
5071,id_7349,['French'],$,16
5206,id_1701,"['European', 'Portuguese']",,13
5196,id_1046,"['European', 'Croatian', 'Vegetarian Friendly']",$$ - $$$,20
5188,id_2318,['German'],,2
5175,id_1178,"['Seafood', 'Mediterranean', 'European']",$$ - $$$,86
5162,id_461,['Italian'],$$ - $$$,30
5170,id_3659,"['Italian', 'Bar', 'Pub']",$,159
5122,id_125,"['International', 'European', 'Eastern European']",$$ - $$$,1584
5161,id_81,"['Mediterranean', 'European', 'Portuguese']",$,586
5156,id_2648,,,3
5154,id_511,"['Japanese', 'Seafood', 'Sushi']",$$ - $$$,27
5217,id_181,"['Fast Food', 'Middle Eastern', 'Vegetarian Friendly']",$,52
5163,id_2618,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,37
5113,id_1121,"['Bar', 'European', 'British']",$$ - $$$,457
5168,id_11912,,$,3
5144,id_16063,"['Pizza', 'Vegetarian Friendly']",$,19
5165,id_4568,,,3
5067,id_685,"['Mediterranean', 'European', 'Vegetarian Friendly']",$$ - $$$,240
5151,id_2578,"['Bakeries', 'German', 'Austrian']",$$ - $$$,15
5457,id_9422,['Caribbean'],,1
5112,id_5055,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,100
5145,id_488,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,274
5222,id_492,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,161
5062,id_7824,"['Chinese', 'Japanese', 'Asian']",$$ - $$$,13
5190,id_119,,$$ - $$$,282
5124,id_5010,"['Italian', 'Bar', 'Cafe']",$$ - $$$,166
5139,id_900,"['Japanese', 'Sushi', 'Asian']",$$$$,717
5085,id_10861,['African'],$$ - $$$,83
5230,id_900,"['Seafood', 'Mediterranean', 'European']",$$ - $$$,148
5073,id_2390,"['Italian', 'Pizza', 'Mediterranean']",$,158
5004,id_6251,"['Italian', 'American', 'Pizza']",$,34
5255,id_11303,['Italian'],,8
5052,id_5719,"['Dessert', 'Italian', 'Bar', 'Cafe']",,13
5179,id_4010,"['Bakeries', 'Italian', 'Vegetarian Friendly']",$$ - $$$,37
5150,id_166,"['French', 'Mediterranean', 'European']",$$ - $$$,189
5202,id_137,"['Chinese', 'Asian', 'Szechuan']",$$ - $$$,164
5164,id_1068,"['Steakhouse', 'British', 'Pub']",$$$$,631
5193,id_5228,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,17
5158,id_4577,"['European', 'British']",$$ - $$$,84
5167,id_1680,"['Italian', 'European', 'Vegetarian Friendly']",$$ - $$$,180
5198,id_1976,"['European', 'Portuguese']",$$ - $$$,56
5254,id_1631,"['Mexican', 'Cafe', 'European']",$$ - $$$,25
5251,id_5574,"['Italian', 'Pizza', 'International']",$$ - $$$,241
5398,id_12936,,,3
5366,id_4126,['Italian'],$$ - $$$,174
5397,id_2573,['American'],$$$$,8
5370,id_2900,"['Austrian', 'European', 'Central European']",$$ - $$$,258
5384,id_5108,"['Spanish', 'Vegetarian Friendly']",$$ - $$$,20
5376,id_4840,"['International', 'European', 'Vegetarian Friendly']",$$ - $$$,444
5379,id_3763,['Italian'],$,23
5456,id_2394,"['Bar', 'Pizza', 'International']",$$ - $$$,61
5424,id_2269,,,3
5454,id_2109,"['Polish', 'European']",$,2
5078,id_2564,,,
5191,id_1210,,,
5020,id_616,,,
5208,id_2428,,,
5339,id_753,"['Bar', 'Pub']",$$ - $$$,45
5343,id_535,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,236
5119,id_4027,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,75
5022,id_4170,,,
5316,id_5389,,$,38
5329,id_1559,"['Belgian', 'European']",$$ - $$$,59
5373,id_5809,,$$ - $$$,12
5109,id_4829,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,121
5169,id_138,"['Italian', 'Mediterranean', 'Romana']",$$ - $$$,755
5205,id_2358,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,28
5245,id_2966,['Italian'],$,15
5152,id_12887,"['French', 'European']",$$ - $$$,190
5101,id_259,"['Portuguese', 'Wine Bar']",$$ - $$$,163
5226,id_1598,"['International', 'European', 'Hungarian']",$$ - $$$,7
5229,id_5495,['Italian'],$$ - $$$,181
5297,id_5128,['Italian'],,8
5200,id_3061,"['Barbecue', 'European', 'Spanish', 'Portuguese']",,19
5216,id_571,"['German', 'Fast Food']",$,129
5182,id_2264,"['Seafood', 'Mediterranean', 'Spanish']",$$ - $$$,37
5231,id_147,"['Italian', 'Vegetarian Friendly', 'Vegan Options']",$,320
5248,id_10092,"['Bar', 'British', 'Pub']",$$ - $$$,26
5189,id_3111,"['French', 'European', 'Contemporary']",$$ - $$$,102
5214,id_333,"['Seafood', 'Mediterranean', 'Greek']",$$ - $$$,370
5209,id_2474,['Spanish'],$$ - $$$,198
5240,id_2406,"['Italian', 'French', 'Mediterranean']",$$ - $$$,186
5221,id_666,"['Italian', 'Pizza', 'Street Food']",$,32
5018,id_11412,['French'],$$ - $$$,59
5253,id_4512,"['Seafood', 'Asian', 'Vietnamese']",$$ - $$$,115
5287,id_289,"['German', 'Bar', 'European']",$$ - $$$,204
5325,id_648,"['Bar', 'Pub']",$$ - $$$,11
5284,id_763,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,199
5273,id_4719,"['Bar', 'Mediterranean']",$,10
5306,id_2931,"['Filipino', 'Asian']",$$ - $$$,55
5197,id_11625,['Cafe'],$,13
5247,id_660,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,75
5218,id_454,"['European', 'Swedish', 'Scandinavian']",$$ - $$$,69
5204,id_4760,['Pub'],$,33
5319,id_615,,,8
5079,id_212,"['Mediterranean', 'European', 'Greek']",$$ - $$$,262
5575,id_2814,,,5
5244,id_2641,['Cafe'],$$ - $$$,21
5277,id_1503,"['Asian', 'Korean', 'Vegetarian Friendly']",$$ - $$$,77
5285,id_1330,"['European', 'Hungarian']",,3
5184,id_15211,"['Cafe', 'British', 'Vegetarian Friendly']",,11
5354,id_9333,['Cafe'],,1
5282,id_11060,,,3
5353,id_2946,"['Quick Bites', 'Italian', 'Brew Pub']",$,622
5279,id_292,"['Swiss', 'European', 'Central European']",$$ - $$$,48
5294,id_1519,,$$ - $$$,3
5268,id_4608,"['Chinese', 'Japanese', 'Sushi']",$,95
5259,id_1445,"['Indian', 'Fusion', 'Healthy']",$$ - $$$,108
5082,id_41,"['Indian', 'Nepali', 'Vegetarian Friendly']",$$ - $$$,1418
5292,id_2334,['Chinese'],$,25
5087,id_2780,"['Cafe', 'Spanish']",$,46
5234,id_7410,"['Bar', 'British', 'Pub']",$$ - $$$,311
5296,id_424,"['Bar', 'British', 'Pub']",$,230
5363,id_3173,"['Asian', 'Thai', 'Vietnamese']",$,27
5300,id_13333,"['American', 'Cafe', 'Fast Food']",$,34
5246,id_690,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,577
5157,id_1552,"['American', 'Fast Food', 'Vegetarian Friendly']",$,34
5095,id_1177,"['Moroccan', 'Fast Food', 'Mediterranean']",$,11
5295,id_3835,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$$ - $$$,56
5290,id_6108,"['French', 'European']",$$ - $$$,212
5307,id_1807,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,317
5335,id_2124,"['European', 'Eastern European']",$$ - $$$,24
5392,id_1467,"['Indian', 'Asian', 'Bangladeshi']",$$ - $$$,118
5118,id_2940,"['German', 'Vegetarian Friendly']",$$ - $$$,16
5320,id_950,"['Dutch', 'Bar', 'International']",$$ - $$$,45
5094,id_105,"['European', 'Slovenian', 'Central European']",$$ - $$$,93
5348,id_492,"['Italian', 'Pizza', 'European']",$$ - $$$,90
5357,id_1427,['French'],$$ - $$$,68
5315,id_725,"['Mexican', 'Vegetarian Friendly']",$$ - $$$,133
5338,id_901,"['Quick Bites', 'Cafe', 'Fast Food']",$$ - $$$,135
5140,id_8269,"['Cafe', 'British', 'Soups']",$,2360
5327,id_1709,,$$ - $$$,77
5401,id_1917,"['European', 'Hungarian']",,2
5352,id_6758,"['International', 'Mediterranean', 'Spanish']",$$ - $$$,76
5336,id_1785,"['Cajun & Creole', 'International', 'Grill']",$$ - $$$,42
5318,id_388,"['Bar', 'European', 'Czech']",$,240
5128,id_1419,"['Pizza', 'Vegan Options']",$$ - $$$,9
5407,id_1479,['Sushi'],$$ - $$$,18
5084,id_7459,"['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",$$ - $$$,27
5183,id_3086,"['German', 'Fast Food']",$,31
5411,id_6007,,$,39
5359,id_3050,"['Dessert', 'Cafe']",$,34
5355,id_672,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",$,185
5385,id_835,,,4
5324,id_4580,"['Healthy', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,32
5437,id_2541,['American'],,1
5410,id_1104,"['Mediterranean', 'European', 'Vegetarian Friendly']",$$ - $$$,74
5431,id_9283,,,1
5522,id_1029,['Italian'],,90
5054,id_5016,,,
5371,id_1110,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,1189
5491,id_3445,"['Bar', 'European', 'Spanish']",$,230
5413,id_5366,"['Peruvian', 'Latin', 'Spanish']",$$ - $$$,48
5476,id_5668,"['Sushi', 'Thai']",,4
5569,id_3168,"['Italian', 'Bar', 'Cafe']",$,20
5243,id_10,"['International', 'Mediterranean', 'European']",$$ - $$$,1145
5361,id_10910,"['Cafe', 'European', 'British']",$,47
5322,id_3199,['Italian'],,7
5310,id_817,['Greek'],$,22
5291,id_2804,['Cafe'],$$ - $$$,5
5093,id_1823,"['Fast Food', 'Mediterranean', 'European']",$,44
5509,id_14319,,,3
5274,id_1447,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,253
5497,id_3417,"['Quick Bites', 'Italian', 'Fast Food']",$,33
5429,id_2790,"['European', 'Central European']",$$ - $$$,69
5177,id_7317,"['Cafe', 'European', 'Asian']",$$ - $$$,18
5225,id_1244,['French'],$$ - $$$,16
5260,id_4504,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,172
5199,id_1729,"['African', 'Vegetarian Friendly']",$,60
5631,id_154,"['German', 'European', 'Central European']",$$ - $$$,375
5337,id_1206,"['Polish', 'European']",,5
5266,id_13150,"['Italian', 'French', 'International']",,10
5317,id_2594,['Greek'],$$ - $$$,21
5236,id_8645,['European'],$$ - $$$,73
5289,id_620,"['Italian', 'Pizza', 'Seafood']",$$ - $$$,3561
5331,id_1369,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,482
5436,id_57,"['European', 'Scandinavian', 'Norwegian']",$$$$,571
5131,id_1675,,,
5435,id_3170,"['Bar', 'Spanish', 'Pub']",$,141
5492,id_5526,,,1
5415,id_69,"['Asian', 'Thai', 'Fusion']",$$ - $$$,219
5446,id_751,"['Seafood', 'Mediterranean', 'European']",$$ - $$$,1183
5433,id_8299,['Pizza'],$,17
5394,id_872,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,85
5141,id_248,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,279
5388,id_1343,"['Caribbean', 'Jamaican']",,5
5391,id_6416,"['Mediterranean', 'Spanish']",$,10
5486,id_11452,['Thai'],,42
5404,id_5030,"['Italian', 'Spanish']",$$ - $$$,6
5412,id_7472,,$,32
5459,id_4033,"['European', 'Czech']",,4
5406,id_460,"['Japanese', 'Bar', 'Sushi']",$$ - $$$,111
5393,id_8856,"['Quick Bites', 'Fast Food']",$,44
5386,id_1970,"['European', 'Portuguese']",$$ - $$$,15
5430,id_3326,['Healthy'],,1
5426,id_3264,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,24
5419,id_11288,"['Fast Food', 'Asian', 'Vietnamese']",$,40
5390,id_14581,"['Indian', 'Asian', 'Sri Lankan']",$$ - $$$,78
5427,id_2803,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,33
5160,id_8246,"['Fast Food', 'Turkish', 'Greek']",$,5
5367,id_1491,"['Japanese', 'Fast Food', 'Sushi']",$,439
5472,id_6037,,$$ - $$$,174
5256,id_3479,"['Quick Bites', 'American', 'Bar']",$,111
5252,id_399,,,
5508,id_104,"['Italian', 'Steakhouse', 'Seafood']",$$ - $$$,570
5667,id_9504,,,4
5547,id_1996,,,1
5533,id_9402,['Fast Food'],,2
5618,id_3178,"['Italian', 'Fast Food', 'Vegetarian Friendly']",$,48
5710,id_1965,"['Japanese', 'Sushi', 'Thai']",,5
5365,id_487,,,
5529,id_8239,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,8
5838,id_6792,"['Chinese', 'Japanese', 'Sushi']",,8
5438,id_9794,"['Bar', 'Pub']",$$ - $$$,23
5608,id_4151,,$$ - $$$,9
5555,id_4798,,$,10
5580,id_4594,['Italian'],$$ - $$$,12
5549,id_851,"['Polish', 'International', 'European']",$$ - $$$,26
5420,id_1474,"['French', 'European', 'Vegetarian Friendly']",$$$$,406
5563,id_952,"['American', 'Bar', 'Cafe']",$$ - $$$,28
5523,id_10309,"['European', 'Eastern European', 'Romanian']",$$ - $$$,21
5542,id_4172,,,5
5498,id_4659,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,166
5447,id_1417,"['Italian', 'Bar', 'Mediterranean']",$$ - $$$,1168
5468,id_7930,['Vietnamese'],$$ - $$$,11
5543,id_1106,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,289
5066,id_15062,,,
5408,id_11473,"['Asian', 'Cambodian']",,10
5383,id_10771,"['Bar', 'Pizza']",$$ - $$$,54
5648,id_7,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,1235
5299,id_3125,,,
5213,id_417,"['German', 'Austrian', 'Bar']",$$ - $$$,1132
5372,id_549,,,
5505,id_1240,"['French', 'Greek']",$,3
5364,id_2644,,,
5233,id_207,"['International', 'European', 'Contemporary']",$$$$,2295
5203,id_2003,"['Mexican', 'Latin', 'Vegetarian Friendly']",$$ - $$$,553
5250,id_38,"['Bar', 'International', 'European']",$$ - $$$,956
5276,id_186,"['German', 'European', 'Fusion']",$$$$,798
5194,id_4619,"['American', 'Cajun & Creole', 'Bar']",$$ - $$$,82
