Country or Area,Year,Area,Sex,City,City type,Record Type,Reliability,Source Year,Value
Germany,2018,Total,Both Sexes,Bottrop,City proper,Estimate - de jure,"Final figure, complete",2018.0,117364.0
Germany,2018,Total,Both Sexes,Braunschweig,City proper,Estimate - de jure,"Final figure, complete",2018.0,248023.0
Germany,2018,Total,Both Sexes,Bremen,City proper,Estimate - de jure,"Final figure, complete",2018.0,568006.0
Germany,2018,Total,Both Sexes,Bremerhaven,City proper,Estimate - de jure,"Final figure, complete",2018.0,113026.0
Germany,2018,Total,Both Sexes,Chemnitz,City proper,Estimate - de jure,"Final figure, complete",2018.0,246855.0
Germany,2018,Total,Both Sexes,Cottbus,City proper,Estimate - de jure,"Final figure, complete",2018.0,101036.0
Germany,2018,Total,Both Sexes,Darmstadt,City proper,Estimate - de jure,"Final figure, complete",2018.0,158254.0
Germany,2018,Total,Both Sexes,Dortmund,City proper,Estimate - de jure,"Final figure, complete",2018.0,586600.0
Germany,2018,Total,Both Sexes,Dresden,City proper,Estimate - de jure,"Final figure, complete",2018.0,551072.0
Germany,2018,Total,Both Sexes,Duisburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,498110.0
Germany,2018,Total,Both Sexes,Düsseldorf,City proper,Estimate - de jure,"Final figure, complete",2018.0,617280.0
Germany,2018,Total,Both Sexes,Erfurt,City proper,Estimate - de jure,"Final figure, complete",2018.0,212988.0
Germany,2018,Total,Both Sexes,Erlangen,City proper,Estimate - de jure,"Final figure, complete",2018.0,110998.0
Germany,2018,Total,Both Sexes,Essen,City proper,Estimate - de jure,"Final figure, complete",2018.0,583393.0
Germany,2018,Total,Both Sexes,Frankfurt am Main,City proper,Estimate - de jure,"Final figure, complete",2018.0,746878.0
Germany,2018,Total,Both Sexes,Freiburg im Breisgau,City proper,Estimate - de jure,"Final figure, complete",2018.0,229636.0
Germany,2018,Total,Both Sexes,Fürth,City proper,Estimate - de jure,"Final figure, complete",2018.0,126526.0
Germany,2018,Total,Both Sexes,Gelsenkirchen,City proper,Estimate - de jure,"Final figure, complete",2018.0,260305.0
Germany,2018,Total,Both Sexes,Göttingen,City proper,Estimate - de jure,"Final figure, complete",2018.0,119529.0
Germany,2018,Total,Both Sexes,Hagen,City proper,Estimate - de jure,"Final figure, complete",2018.0,187730.0
Germany,2018,Total,Both Sexes,Halle (Saale),City proper,Estimate - de jure,"Final figure, complete",2018.0,239173.0
Germany,2018,Total,Both Sexes,Hamburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,1830584.0
Germany,2018,Total,Both Sexes,Hamm,City proper,Estimate - de jure,"Final figure, complete",2018.0,179185.0
Germany,2018,Total,Both Sexes,Hannover,City proper,Estimate - de jure,"Final figure, complete",2018.0,535061.0
Germany,2018,Total,Both Sexes,Heidelberg,City proper,Estimate - de jure,"Final figure, complete",2018.0,160601.0
Germany,2018,Total,Both Sexes,Heilbronn,City proper,Estimate - de jure,"Final figure, complete",2018.0,125113.0
Germany,2018,Total,Both Sexes,Herne,City proper,Estimate - de jure,"Final figure, complete",2018.0,156490.0
Germany,2018,Total,Both Sexes,Hildesheim,City proper,Estimate - de jure,"Final figure, complete",2018.0,101744.0
Germany,2018,Total,Both Sexes,Ingolstadt,City proper,Estimate - de jure,"Final figure, complete",2018.0,135244.0
Germany,2018,Total,Both Sexes,Jena,City proper,Estimate - de jure,"Final figure, complete",2018.0,111099.0
Germany,2018,Total,Both Sexes,Karlsruhe,City proper,Estimate - de jure,"Final figure, complete",2018.0,311919.0
Germany,2018,Total,Both Sexes,Kassel,City proper,Estimate - de jure,"Final figure, complete",2018.0,200736.0
Germany,2018,Total,Both Sexes,Kiel,City proper,Estimate - de jure,"Final figure, complete",2018.0,247943.0
Germany,2018,Total,Both Sexes,Koblenz,City proper,Estimate - de jure,"Final figure, complete",2018.0,113844.0
Germany,2018,Total,Both Sexes,Köln,City proper,Estimate - de jure,"Final figure, complete",2018.0,1080394.0
Germany,2018,Total,Both Sexes,Krefeld,City proper,Estimate - de jure,"Final figure, complete",2018.0,226699.0
Germany,2018,Total,Both Sexes,Leipzig,City proper,Estimate - de jure,"Final figure, complete",2018.0,581980.0
Germany,2018,Total,Both Sexes,Leverkusen,City proper,Estimate - de jure,"Final figure, complete",2018.0,163577.0
Germany,2018,Total,Both Sexes,Lübeck,City proper,Estimate - de jure,"Final figure, complete",2018.0,216318.0
Germany,2018,Total,Both Sexes,Ludwigshafen am Rhein,City proper,Estimate - de jure,"Final figure, complete",2018.0,168497.0
Germany,2018,Total,Both Sexes,Magdeburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,238478.0
Germany,2018,Total,Both Sexes,Mainz,City proper,Estimate - de jure,"Final figure, complete",2018.0,215110.0
Germany,2018,Total,Both Sexes,Mannheim,City proper,Estimate - de jure,"Final figure, complete",2018.0,307997.0
Germany,2018,Total,Both Sexes,Moers,City proper,Estimate - de jure,"Final figure, complete",2018.0,103949.0
Germany,2018,Total,Both Sexes,Mönchengladbach,City proper,Estimate - de jure,"Final figure, complete",2018.0,262188.0
Germany,2018,Total,Both Sexes,Mülheim an der Ruhr,City proper,Estimate - de jure,"Final figure, complete",2018.0,171265.0
Germany,2018,Total,Both Sexes,München,City proper,Estimate - de jure,"Final figure, complete",2018.0,1456039.0
Germany,2018,Total,Both Sexes,Münster (Westf.),City proper,Estimate - de jure,"Final figure, complete",2018.0,313559.0
Germany,2018,Total,Both Sexes,Neuss,City proper,Estimate - de jure,"Final figure, complete",2018.0,153810.0
Germany,2018,Total,Both Sexes,Nürnberg,City proper,Estimate - de jure,"Final figure, complete",2018.0,515201.0
Germany,2018,Total,Both Sexes,Oberhausen,City proper,Estimate - de jure,"Final figure, complete",2018.0,211422.0
Germany,2018,Total,Both Sexes,Offenbach am Main,City proper,Estimate - de jure,"Final figure, complete",2018.0,126658.0
Germany,2018,Total,Both Sexes,Oldenburg (Oldenburg),City proper,Estimate - de jure,"Final figure, complete",2018.0,167081.0
Germany,2018,Total,Both Sexes,Osnabrück,City proper,Estimate - de jure,"Final figure, complete",2018.0,164374.0
Germany,2018,Total,Both Sexes,Paderborn,City proper,Estimate - de jure,"Final figure, complete",2018.0,149075.0
Germany,2018,Total,Both Sexes,Pforzheim,City proper,Estimate - de jure,"Final figure, complete",2018.0,124289.0
Germany,2018,Total,Both Sexes,Potsdam,City proper,Estimate - de jure,"Final figure, complete",2018.0,175710.0
Germany,2018,Total,Both Sexes,Recklinghausen,City proper,Estimate - de jure,"Final figure, complete",2018.0,113360.0
Germany,2018,Total,Both Sexes,Regensburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,150894.0
Germany,2018,Total,Both Sexes,Remscheid,City proper,Estimate - de jure,"Final figure, complete",2018.0,110584.0
Germany,2018,Total,Both Sexes,Reutlingen,City proper,Estimate - de jure,"Final figure, complete",2018.0,115762.0
Germany,2018,Total,Both Sexes,Rostock,City proper,Estimate - de jure,"Final figure, complete",2018.0,208409.0
Germany,2018,Total,Both Sexes,Saarbrücken,City proper,Estimate - de jure,"Final figure, complete",2018.0,180966.0
Germany,2018,Total,Both Sexes,Salzgitter,City proper,Estimate - de jure,"Final figure, complete",2018.0,104548.0
Germany,2018,Total,Both Sexes,Siegen,City proper,Estimate - de jure,"Final figure, complete",2018.0,102337.0
Germany,2018,Total,Both Sexes,Solingen,City proper,Estimate - de jure,"Final figure, complete",2018.0,158803.0
Germany,2018,Total,Both Sexes,Stuttgart,City proper,Estimate - de jure,"Final figure, complete",2018.0,632743.0
Germany,2018,Total,Both Sexes,Trier,City proper,Estimate - de jure,"Final figure, complete",2018.0,110013.0
Germany,2018,Total,Both Sexes,Ulm,City proper,Estimate - de jure,"Final figure, complete",2018.0,125596.0
Germany,2018,Total,Both Sexes,Wiesbaden,City proper,Estimate - de jure,"Final figure, complete",2018.0,278654.0
Germany,2018,Total,Both Sexes,Wolfsburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,123914.0
Germany,2018,Total,Both Sexes,Wuppertal,City proper,Estimate - de jure,"Final figure, complete",2018.0,353590.0
Germany,2018,Total,Both Sexes,Würzburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,126635.0
Germany,2018,Total,Male,Aachen,City proper,Estimate - de jure,"Final figure, complete",2018.0,128064.0
Germany,2018,Total,Male,Augsburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,143867.0
Germany,2018,Total,Male,Bergisch Gladbach,City proper,Estimate - de jure,"Final figure, complete",2018.0,53477.0
Germany,2018,Total,Male,BERLIN,City proper,Estimate - de jure,"Final figure, complete",2018.0,1776267.0
Germany,2018,Total,Male,Bielefeld,City proper,Estimate - de jure,"Final figure, complete",2018.0,160267.0
Germany,2018,Total,Male,Bochum,City proper,Estimate - de jure,"Final figure, complete",2018.0,178122.0
Germany,2018,Total,Male,Bonn,City proper,Estimate - de jure,"Final figure, complete",2018.0,155605.0
Germany,2018,Total,Male,Bottrop,City proper,Estimate - de jure,"Final figure, complete",2018.0,57116.0
Germany,2018,Total,Male,Braunschweig,City proper,Estimate - de jure,"Final figure, complete",2018.0,122721.0
Germany,2018,Total,Male,Bremen,City proper,Estimate - de jure,"Final figure, complete",2018.0,280484.0
Germany,2018,Total,Male,Bremerhaven,City proper,Estimate - de jure,"Final figure, complete",2018.0,56181.0
Germany,2018,Total,Male,Chemnitz,City proper,Estimate - de jure,"Final figure, complete",2018.0,121771.0
Germany,2018,Total,Male,Cottbus,City proper,Estimate - de jure,"Final figure, complete",2018.0,49792.0
Germany,2018,Total,Male,Darmstadt,City proper,Estimate - de jure,"Final figure, complete",2018.0,80565.0
Germany,2018,Total,Male,Dortmund,City proper,Estimate - de jure,"Final figure, complete",2018.0,288076.0
Germany,2018,Total,Male,Dresden,City proper,Estimate - de jure,"Final figure, complete",2018.0,274513.0
Germany,2018,Total,Male,Duisburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,246183.0
Germany,2018,Total,Male,Düsseldorf,City proper,Estimate - de jure,"Final figure, complete",2018.0,298330.0
Germany,2018,Total,Male,Erfurt,City proper,Estimate - de jure,"Final figure, complete",2018.0,103683.0
Germany,2018,Total,Male,Erlangen,City proper,Estimate - de jure,"Final figure, complete",2018.0,55200.0
Germany,2018,Total,Male,Essen,City proper,Estimate - de jure,"Final figure, complete",2018.0,283206.0
Germany,2018,Total,Male,Frankfurt am Main,City proper,Estimate - de jure,"Final figure, complete",2018.0,368721.0
Germany,2018,Total,Male,Freiburg im Breisgau,City proper,Estimate - de jure,"Final figure, complete",2018.0,109537.0
Germany,2018,Total,Male,Fürth,City proper,Estimate - de jure,"Final figure, complete",2018.0,61962.0
Germany,2018,Total,Male,Gelsenkirchen,City proper,Estimate - de jure,"Final figure, complete",2018.0,129548.0
Germany,2018,Total,Male,Göttingen,City proper,Estimate - de jure,"Final figure, complete",2018.0,58238.0
Germany,2018,Total,Male,Hagen,City proper,Estimate - de jure,"Final figure, complete",2018.0,91443.0
Germany,2018,Total,Male,Halle (Saale),City proper,Estimate - de jure,"Final figure, complete",2018.0,115771.0
Germany,2018,Total,Male,Hamburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,897207.0
Germany,2018,Total,Male,Hamm,City proper,Estimate - de jure,"Final figure, complete",2018.0,88012.0
Germany,2018,Total,Male,Hannover,City proper,Estimate - de jure,"Final figure, complete",2018.0,261192.0
Germany,2018,Total,Male,Heidelberg,City proper,Estimate - de jure,"Final figure, complete",2018.0,77319.0
Germany,2018,Total,Male,Heilbronn,City proper,Estimate - de jure,"Final figure, complete",2018.0,63068.0
Germany,2018,Total,Male,Herne,City proper,Estimate - de jure,"Final figure, complete",2018.0,76665.0
Germany,2018,Total,Male,Hildesheim,City proper,Estimate - de jure,"Final figure, complete",2018.0,48413.0
Germany,2018,Total,Male,Ingolstadt,City proper,Estimate - de jure,"Final figure, complete",2018.0,68292.0
Germany,2018,Total,Male,Jena,City proper,Estimate - de jure,"Final figure, complete",2018.0,55472.0
Germany,2018,Total,Male,Karlsruhe,City proper,Estimate - de jure,"Final figure, complete",2018.0,159659.0
Germany,2018,Total,Male,Kassel,City proper,Estimate - de jure,"Final figure, complete",2018.0,98371.0
Germany,2018,Total,Male,Kiel,City proper,Estimate - de jure,"Final figure, complete",2018.0,120809.0
Germany,2018,Total,Male,Koblenz,City proper,Estimate - de jure,"Final figure, complete",2018.0,55372.0
Germany,2018,Total,Male,Köln,City proper,Estimate - de jure,"Final figure, complete",2018.0,526965.0
Germany,2018,Total,Male,Krefeld,City proper,Estimate - de jure,"Final figure, complete",2018.0,110467.0
Germany,2018,Total,Male,Leipzig,City proper,Estimate - de jure,"Final figure, complete",2018.0,285777.0
Germany,2018,Total,Male,Leverkusen,City proper,Estimate - de jure,"Final figure, complete",2018.0,79675.0
Germany,2018,Total,Male,Lübeck,City proper,Estimate - de jure,"Final figure, complete",2018.0,103884.0
Germany,2018,Total,Male,Ludwigshafen am Rhein,City proper,Estimate - de jure,"Final figure, complete",2018.0,83893.0
Germany,2018,Total,Male,Magdeburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,117677.0
Germany,2018,Total,Male,Mainz,City proper,Estimate - de jure,"Final figure, complete",2018.0,104564.0
Germany,2018,Total,Male,Mannheim,City proper,Estimate - de jure,"Final figure, complete",2018.0,153663.0
Germany,2018,Total,Male,Moers,City proper,Estimate - de jure,"Final figure, complete",2018.0,50468.0
Germany,2018,Total,Male,Mönchengladbach,City proper,Estimate - de jure,"Final figure, complete",2018.0,128925.0
Germany,2018,Total,Male,Mülheim an der Ruhr,City proper,Estimate - de jure,"Final figure, complete",2018.0,82616.0
Germany,2018,Total,Male,München,City proper,Estimate - de jure,"Final figure, complete",2018.0,708422.0
Germany,2018,Total,Male,Münster (Westf.),City proper,Estimate - de jure,"Final figure, complete",2018.0,150360.0
Germany,2018,Total,Male,Neuss,City proper,Estimate - de jure,"Final figure, complete",2018.0,74499.0
Germany,2018,Total,Male,Nürnberg,City proper,Estimate - de jure,"Final figure, complete",2018.0,250702.0
Germany,2018,Total,Male,Oberhausen,City proper,Estimate - de jure,"Final figure, complete",2018.0,103851.0
Germany,2018,Total,Male,Offenbach am Main,City proper,Estimate - de jure,"Final figure, complete",2018.0,62566.0
Germany,2018,Total,Male,Oldenburg (Oldenburg),City proper,Estimate - de jure,"Final figure, complete",2018.0,79833.0
Germany,2018,Total,Male,Osnabrück,City proper,Estimate - de jure,"Final figure, complete",2018.0,79505.0
Germany,2018,Total,Male,Paderborn,City proper,Estimate - de jure,"Final figure, complete",2018.0,74117.0
Germany,2018,Total,Male,Pforzheim,City proper,Estimate - de jure,"Final figure, complete",2018.0,61032.0
Germany,2018,Total,Male,Potsdam,City proper,Estimate - de jure,"Final figure, complete",2018.0,85046.0
Germany,2018,Total,Male,Recklinghausen,City proper,Estimate - de jure,"Final figure, complete",2018.0,55218.0
Germany,2018,Total,Male,Regensburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,73121.0
Germany,2018,Total,Male,Remscheid,City proper,Estimate - de jure,"Final figure, complete",2018.0,54482.0
Germany,2018,Total,Male,Reutlingen,City proper,Estimate - de jure,"Final figure, complete",2018.0,57266.0
Germany,2018,Total,Male,Rostock,City proper,Estimate - de jure,"Final figure, complete",2018.0,102700.0
Germany,2018,Total,Male,Saarbrücken,City proper,Estimate - de jure,"Final figure, complete",2018.0,89755.0
Germany,2018,Total,Male,Salzgitter,City proper,Estimate - de jure,"Final figure, complete",2018.0,51990.0
Germany,2018,Total,Male,Siegen,City proper,Estimate - de jure,"Final figure, complete",2018.0,50074.0
Germany,2018,Total,Male,Solingen,City proper,Estimate - de jure,"Final figure, complete",2018.0,77157.0
Germany,2018,Total,Male,Stuttgart,City proper,Estimate - de jure,"Final figure, complete",2018.0,316126.0
Germany,2018,Total,Male,Trier,City proper,Estimate - de jure,"Final figure, complete",2018.0,54181.0
Germany,2018,Total,Male,Ulm,City proper,Estimate - de jure,"Final figure, complete",2018.0,62321.0
Germany,2018,Total,Male,Wiesbaden,City proper,Estimate - de jure,"Final figure, complete",2018.0,133148.0
Germany,2018,Total,Male,Wolfsburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,61559.0
Germany,2018,Total,Male,Wuppertal,City proper,Estimate - de jure,"Final figure, complete",2018.0,173025.0
Germany,2018,Total,Male,Würzburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,60447.0
Germany,2018,Total,Female,Aachen,City proper,Estimate - de jure,"Final figure, complete",2018.0,118208.0
Germany,2018,Total,Female,Augsburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,148984.0
Germany,2018,Total,Female,Bergisch Gladbach,City proper,Estimate - de jure,"Final figure, complete",2018.0,58150.0
Germany,2018,Total,Female,BERLIN,City proper,Estimate - de jure,"Final figure, complete",2018.0,1837228.0
Germany,2018,Total,Female,Bielefeld,City proper,Estimate - de jure,"Final figure, complete",2018.0,172285.0
Germany,2018,Total,Female,Bochum,City proper,Estimate - de jure,"Final figure, complete",2018.0,187407.0
Germany,2018,Total,Female,Bonn,City proper,Estimate - de jure,"Final figure, complete",2018.0,169885.0
Germany,2018,Total,Female,Bottrop,City proper,Estimate - de jure,"Final figure, complete",2018.0,60248.0
Germany,2018,Total,Female,Braunschweig,City proper,Estimate - de jure,"Final figure, complete",2018.0,125302.0
Germany,2018,Total,Female,Bremen,City proper,Estimate - de jure,"Final figure, complete",2018.0,287522.0
Germany,2018,Total,Female,Bremerhaven,City proper,Estimate - de jure,"Final figure, complete",2018.0,56845.0
Germany,2018,Total,Female,Chemnitz,City proper,Estimate - de jure,"Final figure, complete",2018.0,125084.0
Germany,2018,Total,Female,Cottbus,City proper,Estimate - de jure,"Final figure, complete",2018.0,51244.0
Germany,2018,Total,Female,Darmstadt,City proper,Estimate - de jure,"Final figure, complete",2018.0,77689.0
Germany,2018,Total,Female,Dortmund,City proper,Estimate - de jure,"Final figure, complete",2018.0,298524.0
Germany,2018,Total,Female,Dresden,City proper,Estimate - de jure,"Final figure, complete",2018.0,276559.0
Germany,2018,Total,Female,Duisburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,251927.0
Germany,2018,Total,Female,Düsseldorf,City proper,Estimate - de jure,"Final figure, complete",2018.0,318950.0
Germany,2018,Total,Female,Erfurt,City proper,Estimate - de jure,"Final figure, complete",2018.0,109305.0
Germany,2018,Total,Female,Erlangen,City proper,Estimate - de jure,"Final figure, complete",2018.0,55798.0
Germany,2018,Total,Female,Essen,City proper,Estimate - de jure,"Final figure, complete",2018.0,300187.0
Germany,2018,Total,Female,Frankfurt am Main,City proper,Estimate - de jure,"Final figure, complete",2018.0,378157.0
Germany,2018,Total,Female,Freiburg im Breisgau,City proper,Estimate - de jure,"Final figure, complete",2018.0,120099.0
Germany,2018,Total,Female,Fürth,City proper,Estimate - de jure,"Final figure, complete",2018.0,64564.0
Germany,2018,Total,Female,Gelsenkirchen,City proper,Estimate - de jure,"Final figure, complete",2018.0,130757.0
Germany,2018,Total,Female,Göttingen,City proper,Estimate - de jure,"Final figure, complete",2018.0,61291.0
Germany,2018,Total,Female,Hagen,City proper,Estimate - de jure,"Final figure, complete",2018.0,96287.0
Germany,2018,Total,Female,Halle (Saale),City proper,Estimate - de jure,"Final figure, complete",2018.0,123402.0
Germany,2018,Total,Female,Hamburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,933377.0
Germany,2018,Total,Female,Hamm,City proper,Estimate - de jure,"Final figure, complete",2018.0,91173.0
Germany,2018,Total,Female,Hannover,City proper,Estimate - de jure,"Final figure, complete",2018.0,273869.0
Germany,2018,Total,Female,Heidelberg,City proper,Estimate - de jure,"Final figure, complete",2018.0,83282.0
Germany,2018,Total,Female,Heilbronn,City proper,Estimate - de jure,"Final figure, complete",2018.0,62045.0
Germany,2018,Total,Female,Herne,City proper,Estimate - de jure,"Final figure, complete",2018.0,79825.0
Germany,2018,Total,Female,Hildesheim,City proper,Estimate - de jure,"Final figure, complete",2018.0,53331.0
Germany,2018,Total,Female,Ingolstadt,City proper,Estimate - de jure,"Final figure, complete",2018.0,66952.0
Germany,2018,Total,Female,Jena,City proper,Estimate - de jure,"Final figure, complete",2018.0,55627.0
Germany,2018,Total,Female,Karlsruhe,City proper,Estimate - de jure,"Final figure, complete",2018.0,152260.0
Germany,2018,Total,Female,Kassel,City proper,Estimate - de jure,"Final figure, complete",2018.0,102365.0
Germany,2018,Total,Female,Kiel,City proper,Estimate - de jure,"Final figure, complete",2018.0,127134.0
Germany,2018,Total,Female,Koblenz,City proper,Estimate - de jure,"Final figure, complete",2018.0,58472.0
Germany,2018,Total,Female,Köln,City proper,Estimate - de jure,"Final figure, complete",2018.0,553429.0
Germany,2018,Total,Female,Krefeld,City proper,Estimate - de jure,"Final figure, complete",2018.0,116232.0
Germany,2018,Total,Female,Leipzig,City proper,Estimate - de jure,"Final figure, complete",2018.0,296203.0
Germany,2018,Total,Female,Leverkusen,City proper,Estimate - de jure,"Final figure, complete",2018.0,83902.0
Germany,2018,Total,Female,Lübeck,City proper,Estimate - de jure,"Final figure, complete",2018.0,112434.0
Germany,2018,Total,Female,Ludwigshafen am Rhein,City proper,Estimate - de jure,"Final figure, complete",2018.0,84604.0
Germany,2018,Total,Female,Magdeburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,120801.0
Germany,2018,Total,Female,Mainz,City proper,Estimate - de jure,"Final figure, complete",2018.0,110546.0
Germany,2018,Total,Female,Mannheim,City proper,Estimate - de jure,"Final figure, complete",2018.0,154334.0
Germany,2018,Total,Female,Moers,City proper,Estimate - de jure,"Final figure, complete",2018.0,53481.0
Germany,2018,Total,Female,Mönchengladbach,City proper,Estimate - de jure,"Final figure, complete",2018.0,133263.0
Germany,2018,Total,Female,Mülheim an der Ruhr,City proper,Estimate - de jure,"Final figure, complete",2018.0,88649.0
Germany,2018,Total,Female,München,City proper,Estimate - de jure,"Final figure, complete",2018.0,747617.0
Germany,2018,Total,Female,Münster (Westf.),City proper,Estimate - de jure,"Final figure, complete",2018.0,163199.0
Germany,2018,Total,Female,Neuss,City proper,Estimate - de jure,"Final figure, complete",2018.0,79311.0
Germany,2018,Total,Female,Nürnberg,City proper,Estimate - de jure,"Final figure, complete",2018.0,264499.0
Germany,2018,Total,Female,Oberhausen,City proper,Estimate - de jure,"Final figure, complete",2018.0,107571.0
Germany,2018,Total,Female,Offenbach am Main,City proper,Estimate - de jure,"Final figure, complete",2018.0,64092.0
Germany,2018,Total,Female,Oldenburg (Oldenburg),City proper,Estimate - de jure,"Final figure, complete",2018.0,87248.0
Germany,2018,Total,Female,Osnabrück,City proper,Estimate - de jure,"Final figure, complete",2018.0,84869.0
Germany,2018,Total,Female,Paderborn,City proper,Estimate - de jure,"Final figure, complete",2018.0,74958.0
Germany,2018,Total,Female,Pforzheim,City proper,Estimate - de jure,"Final figure, complete",2018.0,63257.0
Germany,2018,Total,Female,Potsdam,City proper,Estimate - de jure,"Final figure, complete",2018.0,90664.0
Germany,2018,Total,Female,Recklinghausen,City proper,Estimate - de jure,"Final figure, complete",2018.0,58142.0
Germany,2018,Total,Female,Regensburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,77773.0
Germany,2018,Total,Female,Remscheid,City proper,Estimate - de jure,"Final figure, complete",2018.0,56102.0
Germany,2018,Total,Female,Reutlingen,City proper,Estimate - de jure,"Final figure, complete",2018.0,58496.0
Germany,2018,Total,Female,Rostock,City proper,Estimate - de jure,"Final figure, complete",2018.0,105709.0
Germany,2018,Total,Female,Saarbrücken,City proper,Estimate - de jure,"Final figure, complete",2018.0,91211.0
Germany,2018,Total,Female,Salzgitter,City proper,Estimate - de jure,"Final figure, complete",2018.0,52558.0
Germany,2018,Total,Female,Siegen,City proper,Estimate - de jure,"Final figure, complete",2018.0,52263.0
Germany,2018,Total,Female,Solingen,City proper,Estimate - de jure,"Final figure, complete",2018.0,81646.0
Germany,2018,Total,Female,Stuttgart,City proper,Estimate - de jure,"Final figure, complete",2018.0,316617.0
Germany,2018,Total,Female,Trier,City proper,Estimate - de jure,"Final figure, complete",2018.0,55832.0
Germany,2018,Total,Female,Ulm,City proper,Estimate - de jure,"Final figure, complete",2018.0,63275.0
Germany,2018,Total,Female,Wiesbaden,City proper,Estimate - de jure,"Final figure, complete",2018.0,145506.0
Germany,2018,Total,Female,Wolfsburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,62355.0
Germany,2018,Total,Female,Wuppertal,City proper,Estimate - de jure,"Final figure, complete",2018.0,180565.0
Germany,2018,Total,Female,Würzburg,City proper,Estimate - de jure,"Final figure, complete",2018.0,66188.0
Greece,2011,Total,Both Sexes,ATHINAI,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,664046.0
Greece,2011,Total,Both Sexes,Calithèa,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,100641.0
Greece,2011,Total,Both Sexes,Iraclion,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,140730.0
Greece,2011,Total,Both Sexes,Larissa,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,144651.0
Greece,2011,Total,Both Sexes,Patrai,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,167446.0
Greece,2011,Total,Both Sexes,Pésterion,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,139981.0
Greece,2011,Total,Both Sexes,Pireas,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,163688.0
Greece,2011,Total,Both Sexes,Thessaloniki,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,315196.0
Greece,2011,Total,Male,ATHINAI,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,315210.0
Greece,2011,Total,Male,Calithèa,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,46782.0
Greece,2011,Total,Male,Iraclion,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,68024.0
Greece,2011,Total,Male,Larissa,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,70797.0
Greece,2011,Total,Male,Patrai,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,81114.0
Greece,2011,Total,Male,Pésterion,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,68563.0
Greece,2011,Total,Male,Pireas,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,78200.0
Greece,2011,Total,Male,Thessaloniki,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,143813.0
Greece,2011,Total,Female,ATHINAI,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,348836.0
Greece,2011,Total,Female,Calithèa,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,53859.0
Greece,2011,Total,Female,Iraclion,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,72706.0
Greece,2011,Total,Female,Larissa,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,73854.0
Greece,2011,Total,Female,Patrai,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,86332.0
Greece,2011,Total,Female,Pésterion,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,71418.0
Greece,2011,Total,Female,Pireas,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,85488.0
Greece,2011,Total,Female,Thessaloniki,City proper,Census - de facto - complete tabulation,"Final figure, complete",2014.0,171383.0
Holy See,2012,Total,Both Sexes,VATICAN CITY,City proper,Estimate - de facto,"Final figure, complete",2014.0,451.0
Hungary,2018,Total,Both Sexes,BUDAPEST,City proper,Estimate - de jure,"Final figure, complete",2019.0,1751010.0
Hungary,2018,Total,Both Sexes,Debrecen,City proper,Estimate - de jure,"Final figure, complete",2019.0,201823.0
Hungary,2018,Total,Both Sexes,Györ,City proper,Estimate - de jure,"Final figure, complete",2019.0,131066.0
