,Restaurant_id,Cuisine Style,Price Range,Number of Reviews
1793,id_1923,['French'],,9
1733,id_6224,"['German', 'International', 'Mediterranean']",$,3
1629,id_678,"['Italian', 'Indian', 'Bar']",$,1497
1725,id_2,"['International', 'Mediterranean', 'Spanish']",$$ - $$$,8985
1828,id_6673,,,8
1773,id_7447,['Cafe'],$,17
1755,id_6428,"['Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,23
1199,id_714,"['Italian', 'French', 'Cafe']",$$ - $$$,135
1744,id_291,"['Italian', 'Mediterranean', 'European']",$$ - $$$,1219
1746,id_2478,,,1
1388,id_557,,,
1519,id_744,,$,18
1575,id_311,"['Italian', 'Pizza', 'Mediterranean']",$,1566
1345,id_8607,,,
2000,id_1871,"['German', 'Vegetarian Friendly']",$$ - $$$,32
1772,id_4044,"['Italian', 'International', 'Mediterranean']",$$ - $$$,17
1377,id_12585,,,1
1367,id_2707,"['European', 'British', 'Vegetarian Friendly']",$$ - $$$,114
1224,id_1395,['American'],$$ - $$$,90
1898,id_10971,,,1
1326,id_1463,"['Cafe', 'Mediterranean', 'European']",$$ - $$$,261
1931,id_1189,,$,60
1858,id_61,"['Bar', 'European', 'Vegetarian Friendly']",$$ - $$$,480
1548,id_1021,"['Brew Pub', 'Mediterranean', 'Greek']",$$ - $$$,13
1655,id_320,"['Austrian', 'Brew Pub', 'Bar']",$$ - $$$,294
1602,id_9443,['Seafood'],,2
1837,id_2705,,,2
1889,id_3575,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,28
1856,id_12813,"['French', 'Vegetarian Friendly']",$$ - $$$,87
1838,id_1818,['Italian'],$$ - $$$,14
1598,id_2557,"['Japanese', 'Sushi']",,8
1909,id_123,"['Greek', 'Grill', 'Vegetarian Friendly']",$$ - $$$,304
1618,id_2666,,,
1861,id_5282,,$,9
1901,id_2197,"['German', 'Vegetarian Friendly']",$$ - $$$,18
1878,id_3716,,$$ - $$$,7
1095,id_1431,,,
1340,id_6456,,,
1869,id_210,"['Bar', 'Cafe', 'Mediterranean']",$$ - $$$,18
1913,id_600,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,235
1949,id_5936,['Cafe'],,2
1926,id_348,"['Cafe', 'Mediterranean', 'Greek']",$$ - $$$,47
1880,id_1173,"['Italian', 'Pizza', 'Fast Food']",$,172
1806,id_1666,,,
1568,id_15929,,,
1412,id_4439,,,
1545,id_3870,"['Asian', 'Thai']",$$ - $$$,129
1300,id_9437,,,
1991,id_957,,,2
1290,id_1229,,,
1251,id_3373,,,
1999,id_879,"['Italian', 'Mediterranean', 'European']",$$$$,483
1167,id_2577,,,2
1938,id_16277,"['Chinese', 'Cantonese']",,9
1907,id_335,"['Chinese', 'Asian', 'Cantonese']",$$ - $$$,140
1972,id_1654,"['Bar', 'Cafe', 'Pub']",$,11
1690,id_1198,,,
1585,id_2029,,,
1378,id_972,"['French', 'European', 'Healthy']",$$ - $$$,680
1226,id_2409,,,
1803,id_9814,['Chinese'],,3
1760,id_6122,"['Italian', 'Wine Bar', 'Vegetarian Friendly']",$$ - $$$,70
1728,id_2114,"['Italian', 'Mediterranean', 'European']",$$ - $$$,208
1601,id_6514,['Japanese'],$$ - $$$,4
1660,id_7602,,$,18
2001,id_4984,,$$ - $$$,8
1555,id_126,"['Austrian', 'International', 'European']",$$$$,470
1478,id_225,['Greek'],$$$$,337
1694,id_695,"['American', 'Fast Food', 'Vegetarian Friendly']",$,41
1510,id_13966,['Indian'],,4
1141,id_2310,"['Bar', 'Fast Food', 'Pub', 'Portuguese']",,11
1439,id_12436,,,
1171,id_331,,,
1702,id_173,"['Seafood', 'Mediterranean', 'European']",$$$$,1418
1376,id_3602,"['Fast Food', 'Mediterranean', 'Turkish']",$,91
1477,id_2425,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,640
1260,id_346,"['Mexican', 'Pizza', 'European']",$$ - $$$,33
1590,id_48,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,434
1835,id_774,"['American', 'Irish', 'Pub']",$$ - $$$,21
1819,id_1839,,,4
1209,id_1363,"['German', 'Cafe', 'European']",$$ - $$$,42
1454,id_1095,"['Italian', 'International', 'Mediterranean']",$$ - $$$,158
1614,id_818,"['European', 'Vegetarian Friendly']",$$ - $$$,78
1483,id_604,"['Austrian', 'European', 'Fusion']",$$ - $$$,218
1703,id_4717,['Turkish'],,9
1717,id_3645,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,27
1758,id_13273,['Pizza'],,5
1796,id_3455,['Vegan Options'],,2
1633,id_3972,"['Cafe', 'International', 'European']",$$ - $$$,331
1794,id_105,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,1068
1980,id_7938,,,3
1831,id_1151,"['Bar', 'European', 'Pub']",$$ - $$$,83
1652,id_429,"['French', 'European']",$$ - $$$,138
1314,id_1128,,,
1447,id_481,"['Bakeries', 'Greek', 'Vegetarian Friendly']",$$ - $$$,199
1569,id_10612,['Fast Food'],$,25
1609,id_15802,"['Quick Bites', 'Bar', 'British']",$,34
1734,id_6655,,,
1747,id_1840,,,
1774,id_1479,,,
1875,id_6201,,,
1951,id_167,,,
1763,id_474,,,
1833,id_2360,,,
1903,id_1672,,,
1919,id_1898,,,
1389,id_1934,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,20
1089,id_648,"['Specialty Food Market', 'Italian', 'International']",$,217
1653,id_1329,"['Russian', 'Eastern European', 'Vegetarian Friendly']",$$$$,619
1526,id_3122,"['French', 'European', 'Vegetarian Friendly']",$$$$,184
1870,id_5638,"['Cafe', 'Mediterranean', 'Spanish', 'Healthy']",,12
1864,id_1799,,$$ - $$$,65
1892,id_1115,"['European', 'Pub', 'Danish']",$,11
1928,id_301,"['Italian', 'German', 'Cafe']",$$ - $$$,147
1952,id_1972,"['Mediterranean', 'Spanish']",$$ - $$$,115
1894,id_2926,,,5
1954,id_3134,"['Chinese', 'Sushi', 'Asian']",$,26
1899,id_1994,,$$ - $$$,6
1332,id_1777,"['Seafood', 'Mediterranean', 'European']",$$ - $$$,949
1925,id_7120,"['Mediterranean', 'Spanish']",$$ - $$$,135
1947,id_5419,"['Asian', 'Vietnamese']",$,15
1948,id_1727,"['Spanish', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,61
1764,id_266,"['French', 'European']",$$ - $$$,257
1709,id_19,"['French', 'European', 'Central European']",$$$$,1595
1670,id_194,"['French', 'Bar', 'European']",$$ - $$$,169
1712,id_12290,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,206
1732,id_2634,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,48
1997,id_9548,,,5
1686,id_4834,"['Mediterranean', 'European']",$$ - $$$,301
1607,id_233,"['Italian', 'Sicilian', 'Northern-Italian']",$$ - $$$,3264
1741,id_3549,"['Italian', 'Vegetarian Friendly']",$,78
1775,id_3008,"['European', 'Asian', 'Vegetarian Friendly']",$$ - $$$,37
1678,id_5468,"['European', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,134
1363,id_4046,['Vietnamese'],$,31
1756,id_602,"['French', 'Bar', 'Cafe']",$$ - $$$,227
1120,id_987,"['Bar', 'Fast Food', 'Spanish']",$,461
1722,id_5422,['Italian'],$,106
1525,id_5103,"['American', 'Bar', 'Vegetarian Friendly']",$$ - $$$,38
1818,id_1173,"['Italian', 'European', 'Vegetarian Friendly']",$$ - $$$,21
1493,id_453,"['Mediterranean', 'Turkish', 'Middle Eastern']",$$ - $$$,252
1696,id_2052,,$,7
1437,id_3559,"['Italian', 'Wine Bar', 'Vegetarian Friendly']",$$ - $$$,65
1825,id_3655,"['European', 'Czech']",,1
1853,id_1039,"['Italian', 'Bar', 'Pizza']",$$ - $$$,20
1834,id_2218,,,1
1804,id_9431,,$$ - $$$,7
1908,id_1615,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",$$ - $$$,114
1826,id_3331,"['Quick Bites', 'Caribbean', 'Jamaican']",$,66
1859,id_9986,['Seafood'],$,10
1821,id_10,['Portuguese'],$$ - $$$,524
1293,id_5210,"['Asian', 'Fusion', 'Diner']",$$ - $$$,99
1215,id_1094,"['Irish', 'Brew Pub', 'Pub']",$,38
1934,id_6290,"['Chinese', 'Asian']",$$ - $$$,71
1992,id_1345,"['European', 'Diner', 'Portuguese']",$,9
1943,id_752,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,991
1915,id_13301,,$$ - $$$,10
1990,id_845,"['Bar', 'European', 'British']",$$ - $$$,675
1935,id_753,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,183
1933,id_10228,['Japanese'],$$$$,20
1715,id_679,['Cafe'],$$ - $$$,13
1851,id_15918,,$,21
1589,id_579,"['Italian', 'Pizza', 'Neapolitan']",$,1279
1967,id_1757,,,9
1975,id_1511,"['Asian', 'Thai']",,12
1692,id_1275,['Cafe'],$$ - $$$,17
1989,id_2177,"['Fast Food', 'Turkish', 'Middle Eastern']",$,83
1656,id_12191,"['Steakhouse', 'Gluten Free Options']",$$ - $$$,346
1960,id_6093,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$$ - $$$,167
1865,id_2329,"['Italian', 'Lombard', 'Northern-Italian']",$,186
1651,id_1300,"['Healthy', 'Vegetarian Friendly']",$$ - $$$,427
1274,id_5057,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,207
1987,id_5351,,,4
1657,id_911,"['Dessert', 'Cafe', 'Vegetarian Friendly']",$,28
1206,id_2028,"['Italian', 'French', 'Spanish']",$,11
1708,id_15,"['Cafe', 'Mediterranean', 'European']",$$ - $$$,354
1562,id_2588,"['Seafood', 'European', 'Danish']",$,28
1779,id_4026,"['Bar', 'International', 'British']",$$ - $$$,196
1673,id_5959,"['Lebanese', 'Middle Eastern', 'Vegetarian Friendly']",$,130
1753,id_4253,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,308
1731,id_1346,,,
1777,id_8365,"['French', 'Wine Bar']",$$ - $$$,28
1587,id_1162,"['Polish', 'European', 'Eastern European']",$$ - $$$,369
1790,id_406,"['Mediterranean', 'Spanish', 'Gluten Free Options']",$$ - $$$,623
1800,id_1159,"['Belgian', 'European']",,81
1958,id_493,"['European', 'Eastern European', 'Central European']",$$ - $$$,149
1748,id_2065,,,
1985,id_8956,['Indian'],,1
1244,id_1950,"['Chinese', 'Asian', 'Thai']",$$ - $$$,119
1783,id_1960,"['European', 'Central European', 'Hungarian']",$$ - $$$,161
1984,id_5048,,,2
1257,id_583,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,207
1116,id_8137,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,51
1778,id_14012,['Indian'],$$ - $$$,17
1674,id_156,"['Japanese', 'Vegetarian Friendly', 'Vegan Options']",$$$$,474
1641,id_244,"['Bar', 'International', 'European']",$,2427
1261,id_2057,"['Italian', 'Cafe', 'International']",$,142
1492,id_2607,,$$ - $$$,8
1981,id_4558,"['Bar', 'Pub']",,1
1496,id_708,"['European', 'Wine Bar', 'Central European']",$$ - $$$,98
1743,id_847,"['Bar', 'European', 'Contemporary']",$$ - $$$,267
1814,id_8914,['French'],$$ - $$$,38
1932,id_5178,,,
1969,id_5598,,,
1920,id_6436,,,
1968,id_8023,,,
1974,id_1970,,,
1745,id_2553,['European'],,5
1658,id_1393,"['Bar', 'Mediterranean', 'European']",$$ - $$$,53
1654,id_861,['Italian'],,458
1644,id_2399,"['Asian', 'Malaysian']",$$ - $$$,32
1730,id_15688,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,23
1684,id_25,"['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",$$$$,731
1841,id_7172,['Spanish'],$,32
1675,id_424,"['Polish', 'European']",$$ - $$$,60
1521,id_4842,"['Spanish', 'Asian']",$$$$,14
1749,id_1437,"['Mediterranean', 'Spanish']",$$ - $$$,226
1759,id_2278,['Vegetarian Friendly'],$,20
1809,id_5562,"['Japanese', 'Sushi', 'Asian']",$,42
1736,id_12013,"['Italian', 'Pizza']",$$ - $$$,18
1754,id_305,"['Japanese', 'Seafood', 'Sushi']",$$ - $$$,37
1695,id_1667,"['Chinese', 'Asian']",$$ - $$$,92
1770,id_1447,"['Italian', 'Spanish']",$,95
1788,id_3358,"['European', 'Czech']",$,10
1845,id_6484,,,33
1882,id_750,"['European', 'Central European']",$$ - $$$,39
1855,id_2281,"['European', 'Portuguese']",$,5
1850,id_2395,"['Italian', 'Grill']",$$ - $$$,48
1839,id_15,"['Belgian', 'Bar', 'European']",$$ - $$$,1197
1810,id_9991,"['Barbecue', 'Turkish', 'Middle Eastern']",,9
1840,id_35,"['International', 'European', 'Scandinavian']",$$$$,908
1942,id_743,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,141
1787,id_10451,"['French', 'Bar', 'Cafe']",$$ - $$$,117
1561,id_5547,"['Cafe', 'British', 'Healthy']",$,44
1847,id_534,"['French', 'Bar', 'European']",$$ - $$$,460
1921,id_835,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,121
1620,id_1093,"['Bar', 'British', 'Scottish']",$$ - $$$,72
1868,id_5615,"['Specialty Food Market', 'French']",$$ - $$$,30
1924,id_1416,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,397
1871,id_4949,"['Italian', 'Mediterranean', 'Street Food']",$$ - $$$,500
1961,id_12948,['Cafe'],$,9
1922,id_5614,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,207
1964,id_592,['Italian'],$$ - $$$,59
1930,id_7732,['Spanish'],$$ - $$$,135
1923,id_15751,,$,17
1988,id_504,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,1268
1435,id_2215,"['European', 'Portuguese']",$$ - $$$,18
1917,id_3704,"['Pizza', 'Mediterranean', 'European']",$$ - $$$,382
1891,id_5473,"['Italian', 'European', 'Vegetarian Friendly']",$$ - $$$,40
1973,id_1730,"['Mediterranean', 'Spanish', 'Vegan Options']",$$ - $$$,90
1581,id_854,"['Chinese', 'Japanese', 'Seafood']",$$ - $$$,555
1718,id_12843,['French'],$$ - $$$,168
1959,id_21,"['Asian', 'Fusion', 'Vegetarian Friendly']",$$$$,1101
1693,id_793,"['Polish', 'European']",$$ - $$$,30
1707,id_6997,"['Bar', 'British', 'Pub']",$$ - $$$,30
1752,id_3042,['Cafe'],$$ - $$$,112
1227,id_7986,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,341
1827,id_1370,"['European', 'British', 'Vegetarian Friendly']",$$ - $$$,588
1588,id_5235,"['Cafe', 'Seafood', 'European']",$$ - $$$,144
1798,id_4408,"['Mediterranean', 'Spanish']",$,23
1190,id_4037,"['French', 'Cafe', 'Healthy']",$$ - $$$,48
1884,id_950,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,53
1769,id_1882,"['Indian', 'Grill', 'Middle Eastern']",$,2
1343,id_14613,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,102
1205,id_548,"['Austrian', 'European', 'Central European']",$$ - $$$,259
1824,id_183,"['Seafood', 'Mediterranean', 'European']",$$ - $$$,168
1765,id_3712,"['Italian', 'Mediterranean', 'European']",$$ - $$$,25
1432,id_407,"['German', 'Bar', 'European']",$$ - $$$,316
1416,id_7786,"['French', 'Cafe', 'Fast Food']",$,10
1298,id_2406,"['Cafe', 'British', 'Vegetarian Friendly']",$$ - $$$,329
1927,id_13357,"['Mexican', 'American', 'Bar']",$$ - $$$,443
1941,id_42,"['French', 'Swiss', 'European']",$$ - $$$,324
1832,id_7366,,,4
1682,id_7711,,,
1956,id_128,"['French', 'European', 'Vegetarian Friendly']",$,984
1805,id_8651,,,
1704,id_11585,['Japanese'],$$ - $$$,4
1807,id_1978,['Spanish'],$$ - $$$,72
1700,id_3351,"['American', 'International']",$,8
1971,id_831,"['Bar', 'Vegetarian Friendly']",$$ - $$$,459
1965,id_605,['American'],$,289
1791,id_10507,,,
1808,id_428,,,
1780,id_692,,,
1994,id_1227,"['Fast Food', 'European', 'Vegetarian Friendly']",$$ - $$$,56
1877,id_1990,,,
1786,id_1266,,,
1776,id_3166,,,
1668,id_143,"['Quick Bites', 'Asian', 'Thai']",$,583
1762,id_8020,"['Pizza', 'Fast Food']",$,12
1820,id_9662,,,
1400,id_810,"['Italian', 'European', 'Vegetarian Friendly']",$$$$,1493
1911,id_4003,"['Fast Food', 'Spanish']",$,12
1998,id_702,"['Italian', 'Mediterranean', 'European']",$$ - $$$,124
1337,id_532,"['Dutch', 'Bar', 'European']",$$ - $$$,206
1862,id_1260,"['Italian', 'Pizza', 'Fast Food']",$$ - $$$,147
1829,id_4520,"['Italian', 'Vegetarian Friendly']",$,28
1874,id_793,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,52
1910,id_762,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,39
1558,id_73,"['Italian', 'Emilian', 'Northern-Italian']",$$ - $$$,1373
1621,id_8745,"['Asian', 'Tibetan', 'Vegetarian Friendly']",$$ - $$$,79
1955,id_3657,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,54
1900,id_5359,"['Dessert', 'French']",$,74
1896,id_185,"['Italian', 'Mediterranean', 'European']",$$ - $$$,1259
1929,id_866,"['European', 'Vegetarian Friendly']",$$ - $$$,39
1893,id_12,"['Irish', 'European', 'Vegetarian Friendly']",$$ - $$$,941
1916,id_5348,"['Asian', 'Thai', 'Malaysian']",$$ - $$$,143
1978,id_12356,['French'],$,3
1912,id_3797,,$$ - $$$,12
1957,id_2489,"['Chinese', 'Fast Food', 'Asian']",$,28
1813,id_4407,"['French', 'Bar', 'European']",$$ - $$$,169
1885,id_739,"['Bar', 'Mediterranean', 'Spanish']",$$ - $$$,497
1586,id_4051,"['French', 'European', 'British']",$$ - $$$,588
1883,id_3531,"['Barbecue', 'European', 'Portuguese']",$$ - $$$,27
1781,id_5053,"['Cafe', 'European', 'British']",$,43
1767,id_13099,"['Quick Bites', 'African', 'Grill']",$$ - $$$,115
1812,id_216,"['International', 'Barbecue', 'European']",$$ - $$$,754
1697,id_1506,,,
1688,id_13871,,,
1873,id_1205,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,149
1815,id_3927,['Spanish'],$$ - $$$,22
1890,id_584,"['Mediterranean', 'European', 'Greek']",$$ - $$$,71
1816,id_6311,"['European', 'Spanish', 'Vegetarian Friendly']",$$ - $$$,22
1698,id_1930,"['Mediterranean', 'Contemporary', 'Fusion']",$$ - $$$,54
1689,id_6999,['Street Food'],,45
1946,id_39,"['European', 'Portuguese', 'Wine Bar']",$$ - $$$,1780
1936,id_12138,"['French', 'Bar', 'Pub']",$$ - $$$,181
1906,id_1049,"['Quick Bites', 'Cafe', 'Fast Food']",$,187
1902,id_3006,"['Bar', 'Mediterranean', 'Spanish']",$,137
1854,id_505,"['Austrian', 'European', 'Central European']",$$ - $$$,104
1905,id_1648,"['French', 'Bar', 'Mediterranean']",$$ - $$$,558
1863,id_8513,"['Chinese', 'Asian', 'Hong Kong']",$$ - $$$,76
1716,id_10144,['Chinese'],$,9
1726,id_13134,"['French', 'Fusion']",$$ - $$$,68
1255,id_1412,"['European', 'British', 'Vegetarian Friendly']",$$ - $$$,371
1962,id_1347,,,
1977,id_2360,,,
1939,id_4996,,,
1886,id_6364,,,
2008,id_5981,,,4
1737,id_2085,"['Cafe', 'Vegetarian Friendly']",$$ - $$$,38
1852,id_3901,"['French', 'European']",$$ - $$$,296
1897,id_467,"['Quick Bites', 'Cafe', 'Fast Food']",$,46
1970,id_799,"['Polish', 'European', 'Russian']",$,17
1881,id_12,"['Polish', 'International', 'Mediterranean']",$$$$,715
1982,id_2868,"['Italian', 'American', 'Brew Pub']",$$ - $$$,248
2002,id_586,"['African', 'Middle Eastern', 'Vegetarian Friendly']",$,139
1714,id_4398,"['Italian', 'Pizza', 'Seafood']",$$ - $$$,224
1659,id_5179,,$$ - $$$,28
1729,id_2527,,,
1842,id_4211,"['European', 'Vegetarian Friendly']",$$ - $$$,25
1849,id_5069,['Vietnamese'],$$ - $$$,11
1836,id_10730,['Pizza'],$,21
1867,id_2831,"['Bar', 'Spanish']",$$ - $$$,112
1895,id_9405,['French'],$,19
1857,id_8300,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,20
1724,id_4064,,,
1876,id_9145,"['Cafe', 'British', 'Vegetarian Friendly']",$,39
1963,id_1221,,,
1844,id_5759,,,
1993,id_991,"['Polish', 'European']",$,17
1866,id_11926,"['French', 'Bar', 'Cafe']",$$ - $$$,179
1799,id_1009,"['Japanese', 'Fast Food', 'Sushi']",$$ - $$$,31
2005,id_6007,,$,6
1552,id_364,"['European', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,3001
1792,id_2041,"['Bar', 'Seafood', 'British']",$$ - $$$,204
1801,id_113,"['Irish', 'Bar', 'European']",$$ - $$$,373
1782,id_7139,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,156
1784,id_6403,"['Mediterranean', 'Spanish']",$,131
1872,id_5775,['French'],$$ - $$$,117
2004,id_556,"['Quick Bites', 'Irish', 'Cafe']",$$ - $$$,97
2003,id_9182,"['French', 'European', 'Vegetarian Friendly']",$,27
1860,id_6144,,,
1945,id_3361,,,
2007,id_866,,,
1983,id_2017,"['Italian', 'Irish', 'Brew Pub']",$$ - $$$,389
2006,id_256,"['Vegetarian Friendly', 'Vegan Options']",$$ - $$$,30
2009,id_1023,"['Italian', 'Mediterranean', 'European']",$$ - $$$,113
2016,id_7274,"['Caribbean', 'Vegetarian Friendly', 'Vegan Options']",$,18
2012,id_2596,,,
2013,id_787,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",$$ - $$$,162
2015,id_394,"['Bar', 'Cafe', 'European']",$$ - $$$,145
2014,id_1030,"['Bakeries', 'Cafe', 'Deli']",$,16
2017,id_2947,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,21
2025,id_2853,"['Bar', 'European', 'Pub']",$$ - $$$,29
2026,id_1703,"['Italian', 'International', 'Mediterranean']",$$ - $$$,376
2010,id_3989,"['Italian', 'Mediterranean', 'European']",$$ - $$$,25
2020,id_328,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,53
2030,id_696,"['German', 'European', 'Vegetarian Friendly']",$$ - $$$,56
2011,id_620,"['Grill', 'Argentinean', 'South American']",$$ - $$$,531
2023,id_1980,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,254
2027,id_8799,['Indian'],,6
2024,id_2924,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,166
2032,id_5095,"['Specialty Food Market', 'Italian', 'Cafe']",$,14
2021,id_660,,,
2019,id_3350,,,
2028,id_9573,['Indian'],$$ - $$$,2
2029,id_618,"['Seafood', 'Mediterranean', 'European']",$$ - $$$,461
2047,id_1174,['Pizza'],$,24
2037,id_771,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,35
2044,id_3404,"['Fast Food', 'British']",$,65
2050,id_3805,"['Mediterranean', 'European']",$$ - $$$,109
2039,id_689,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,62
2034,id_1362,['Turkish'],$,22
2033,id_2330,"['Italian', 'Pizza']",$,29
2018,id_5313,"['French', 'Bar', 'Contemporary']",$$ - $$$,173
2035,id_2389,"['German', 'Austrian', 'Barbecue']",$$ - $$$,663
2042,id_456,"['Polish', 'European', 'Eastern European']",$$ - $$$,299
2038,id_852,"['Italian', 'Mediterranean', 'European']",$$$$,388
2045,id_213,"['American', 'Steakhouse', 'European']",$$$$,381
2046,id_4451,"['Italian', 'French', 'Spanish']",$$ - $$$,24
2043,id_1078,"['European', 'Portuguese']",$,7
2048,id_2188,,,2
2022,id_647,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",$$ - $$$,425
2060,id_1801,"['European', 'Portuguese']",$,10
2052,id_4691,,,12
2054,id_332,"['Irish', 'Seafood', 'European']",$$ - $$$,133
2059,id_2249,['Cafe'],$,6
2049,id_561,"['Caribbean', 'Latin', 'Fusion']",$$ - $$$,444
2041,id_1295,"['Bar', 'European', 'Pub']",$$ - $$$,150
2058,id_3616,"['Italian', 'Bar', 'European']",$$ - $$$,313
2051,id_180,"['Mediterranean', 'Turkish', 'Middle Eastern']",$$ - $$$,199
2056,id_6150,"['Quick Bites', 'Fast Food']",$,72
2069,id_837,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,226
2064,id_429,,,3
2062,id_3171,"['Chinese', 'Asian', 'Fusion']",$$ - $$$,314
2031,id_3380,"['International', 'European', 'British']",$$ - $$$,153
2068,id_5252,"['American', 'Fast Food']",$,40
2075,id_88,"['Italian', 'Bar', 'Pizza']",$$ - $$$,797
2071,id_939,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,32
2079,id_1116,"['Polish', 'European']",,2
2076,id_6230,"['Italian', 'Cafe', 'Fast Food']",$,14
2063,id_2574,"['Italian', 'Pizza', 'Seafood']",$$ - $$$,163
2073,id_5280,['Spanish'],$,15
2084,id_5874,"['Austrian', 'International', 'Mediterranean']",$$ - $$$,5
2190,id_2401,"['Italian', 'Pizza', 'European']",$$ - $$$,317
2137,id_3795,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,357
2218,id_2311,"['European', 'Central European', 'Hungarian']",$$ - $$$,322
2070,id_3728,"['Italian', 'Lebanese', 'Pizza']",$,127
2091,id_839,['Thai'],$,8
2082,id_10109,,,3
2077,id_10144,"['Cafe', 'Healthy']",$,4
2074,id_14745,['American'],,2
2201,id_2478,"['Asian', 'Thai', 'Vegetarian Friendly']",$,37
2140,id_1032,['International'],,2
2175,id_15341,"['Chinese', 'Asian', 'Cantonese']",$$ - $$$,399
2093,id_7574,"['French', 'Bar', 'European']",$$ - $$$,128
2272,id_1633,"['French', 'Fusion', 'Vegetarian Friendly']",$$ - $$$,56
2280,id_379,"['Chinese', 'Japanese', 'Asian']",$$ - $$$,24
2229,id_264,"['Seafood', 'Mediterranean', 'European']",$$ - $$$,88
2061,id_1662,['Barbecue'],$$ - $$$,31
2072,id_7835,"['Irish', 'European', 'Pub']",$$ - $$$,55
2202,id_4631,,,1
2132,id_12943,"['Italian', 'Pizza']",$$ - $$$,81
2090,id_766,"['Cafe', 'European', 'Vegetarian Friendly']",$$ - $$$,159
2188,id_1947,"['European', 'Danish']",,7
2129,id_1991,"['European', 'Portuguese']",$,25
2109,id_12182,['Wine Bar'],$$ - $$$,45
2193,id_2455,['Italian'],,9
2078,id_3078,['Greek'],$$ - $$$,15
2127,id_5627,"['Japanese', 'Fast Food', 'Sushi']",$,69
2200,id_862,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,197
2113,id_4366,,,3
2067,id_3374,,,
2057,id_13314,,,
2301,id_1776,"['Irish', 'Brew Pub', 'Pub']",$$ - $$$,30
2358,id_567,"['Asian', 'Thai', 'Vegetarian Friendly']",$,99
2053,id_5796,,,
2089,id_3194,"['Dessert', 'Cafe', 'Vegetarian Friendly']",$$ - $$$,22
2120,id_4588,,,4
2085,id_6194,"['Mediterranean', 'Spanish', 'Contemporary']",$$ - $$$,31
2195,id_1354,,,4
2153,id_690,"['Mexican', 'Latin', 'Vegetarian Friendly']",$$ - $$$,113
2317,id_4125,,,8
2170,id_1334,"['European', 'Hungarian']",$,1
2097,id_706,['Pub'],$,8
2155,id_920,"['Italian', 'Vegetarian Friendly']",$,77
2236,id_5149,,,2
2222,id_740,"['Seafood', 'European', 'Greek']",$$ - $$$,116
2118,id_7198,"['Italian', 'Pizza', 'European']",$$ - $$$,36
2123,id_791,"['Swiss', 'European']",$$ - $$$,13
2172,id_45,"['International', 'European', 'Fusion']",$$$$,2587
2055,id_3609,"['Italian', 'Pizza', 'Seafood']",$,60
